Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
VSTM5,ENSG00000214376,0.000610813760036466,0.0492814699934669,0.000364808754235391,0.0177902369573351,pLoF,11093820479,11,93820479,
EIF2B4,ENSG00000115211,0.000683770997018662,0.0036543590843835,0.000782727124135407,0.0479625686531338,pLoF,2027364321,2,27364321,
OGFR,ENSG00000060491,0.000703457114487493,0.000835393885912139,0.00178623796456079,0.110018296257901,pLoF,20062804799,20,62804799,
WDFY3,ENSG00000163625,0.000740678167162279,0.000468278572520853,0.07701788354965,0.0516957253836858,pLoF,4084672737,4,84672737,
BMPR2,ENSG00000204217,0.000827986587694451,0.006132686917934,0.00065773771008415,0.0712608762092248,pLoF,2202377403,2,202377403,
TET1,ENSG00000138336,0.000834393136153855,0.00166992489462747,0.00247295693731509,0.0715312259251828,pLoF,10068572265,10,68572265,
SEC14L3,ENSG00000100012,0.000842088198750757,0.242835941568606,0.000398662063269661,0.0106220939950674,pLoF,22030459229,22,30459229,
CSRNP1,ENSG00000144655,0.000865371532767334,0.00250853577014154,0.000639914710479639,0.140726448802762,pLoF,3039136858,3,39136858,
HSD17B6,ENSG00000025423,0.000886946383609866,0.000688674282356194,0.0391180750151862,0.0409278970035861,pLoF,12056750979,12,56750979,
TRIM8,ENSG00000171206,0.000972313016851079,0.000501699955306356,0.00381342515846772,0.177269488167307,pLoF,10102644532,10,102644532,
GLG1,ENSG00000090863,0.00104415031851002,0.00348078937068319,0.0014500090864511,0.0889625800802514,pLoF,16074452023,16,74452023,
FZD9,ENSG00000188763,0.0010505791965113,0.508170359042248,0.000594975440609602,0.0119874592251932,pLoF,7073433899,7,73433899,
ONECUT1,ENSG00000169856,0.00106961730924104,0.00635328605089036,0.000657711149398499,0.119750400641294,pLoF,15052757469,15,52757469,
NAA15,ENSG00000164134,0.00119170278028757,0.0111732047909188,0.000776067087396526,0.085669178305856,pLoF,4139301671,4,139301671,
FXYD4,ENSG00000150201,0.00120811871578064,0.000960341465128134,0.0120732233046894,0.0851777639219907,pLoF,10043373716,10,43373716,
BSN,ENSG00000164061,0.0012230714075202,0.00333904228309723,0.00248639397697092,0.0496932580114942,pLoF,3049554570,3,49554570,
ARFGEF3,ENSG00000112379,0.00122670482301634,0.0139247242044801,0.00129297032541476,0.0333077506922893,pLoF,6138162026,6,138162026,
VSTM4,ENSG00000165633,0.00124296151481718,0.0696557819341362,0.000704521344809028,0.0289782466646063,pLoF,10049019503,10,49019503,
CIP2A,ENSG00000163507,0.00128413489083135,0.000604839312553063,0.0398570668017857,0.0328129397496717,pLoF,3108551133,3,108551133,
CRYGS,ENSG00000213139,0.00132990109298725,0.00872892116468771,0.000704396022313647,0.0364746027800515,pLoF,3186538595,3,186538595,
H2BW1,ENSG00000123569,0.00134894639713912,0.00127762736185655,0.0039847631760751,0.0135252503757357,pLoF,23104012571,X,104012571,
ZNF16,ENSG00000170631,0.00135287467730572,0.0036303469879968,0.00132934210006386,0.0712667962584044,pLoF,8144930634,8,144930634,
SPARC,ENSG00000113140,0.00136877049268014,0.000944573150515549,0.00699805942261555,0.0968394409412991,pLoF,5151663505,5,151663505,
TAS2R16,ENSG00000128519,0.00137518727008712,0.0323500492899671,0.000908321102558451,0.0584283870746654,pLoF,7122994662,7,122994662,
C12orf66,ENSG00000174206,0.0013789464024615,0.0146421246988553,0.000697534391434496,0.0450510214178549,pLoF,12064187558,12,64187558,
FBN2,ENSG00000138829,0.00138521941451353,0.00312558974852539,0.00406368818390479,0.0472694787920353,pLoF,5128259368,5,128259368,
MBD6,ENSG00000166987,0.0014214624981671,0.00081302356548929,0.0145007655569042,0.0600278082260229,pLoF,12057524248,12,57524248,
NOC4L,ENSG00000184967,0.00144539996701298,0.00088904942090362,0.0126079455052397,0.0694153654269063,pLoF,12132139459,12,132139459,
HMGXB4,ENSG00000100281,0.0014768196140672,0.00305425695876527,0.00226679159000964,0.0606839515408506,pLoF,22035262314,22,35262314,
NEUROD1,ENSG00000162992,0.00149101385789363,0.0307663690650076,0.000837284944195327,0.0478010879424592,pLoF,2181677647,2,181677647,
MROH7,ENSG00000184313,0.00155929454560799,0.0842546191249076,0.000871274664182464,0.0118722462766774,pLoF,1054652805,1,54652805,
DSCAML1,ENSG00000177103,0.00156491975698214,0.0178647611348555,0.000995591491585124,0.0440215537432079,pLoF,11117428315,11,117428315,
ANKRD30A,ENSG00000148513,0.00156886217150742,0.0010438334570283,0.00590003759537994,0.00702150173246331,pLoF,10037125872,10,37125872,
RTN2,ENSG00000125744,0.00158255003021701,0.0105453496584352,0.001140490720558,0.039673903818639,pLoF,19045485657,19,45485657,
KRT76,ENSG00000185069,0.00159923237191961,0.00154092822613905,0.00395832505348004,0.00808808075780837,pLoF,12052768612,12,52768612,
ZC3HC1,ENSG00000091732,0.00161017163697308,0.00278104513140798,0.00280145729507231,0.0392485694953179,pLoF,7130018601,7,130018601,
RRP12,ENSG00000052749,0.00165664517863218,0.00564074822143801,0.00141216285053825,0.0238289914780712,pLoF,10097357066,10,97357066,
TEK,ENSG00000120156,0.00166220424123231,0.00379892094867751,0.00276795576695688,0.0538074500545997,pLoF,9027109509,9,27109509,
PHIP,ENSG00000146247,0.00166809760434494,0.0012333409489369,0.00834306659307105,0.082560891155048,pLoF,6078935431,6,78935431,
CENPW,ENSG00000203760,0.00169782780189442,0.00308795429968856,0.00111438537190611,0.0578083826687939,pLoF,6126340202,6,126340202,
BRCA2,ENSG00000139618,0.0017137067468519,0.136312446995196,0.000737538324379838,0.00755919394223259,pLoF,13032310603,13,32310603,
SKAP1,ENSG00000141293,0.00174437065375987,0.0210390030056712,0.0009221905578356,0.0513040650233844,pLoF,17048137213,17,48137213,
RNF157,ENSG00000141576,0.00176763224556709,0.00142810233549118,0.0455222928065863,0.0258640947849081,pLoF,17076137475,17,76137475,
YEATS2,ENSG00000163872,0.00187623483614774,0.0135775603149683,0.00192807930082095,0.0364069852205483,pLoF,3183715120,3,183715120,
EPB41L5,ENSG00000115109,0.0018880933233939,0.0120198078324856,0.00153913348215384,0.0381928226024999,pLoF,2120019015,2,120019015,
DBX2,ENSG00000185610,0.00193081484114099,0.00203825571227423,0.00320784736612834,0.0467326848147347,pLoF,12045016187,12,45016187,
GSTA5,ENSG00000182793,0.00196664110495814,0.00377780932592786,0.00177685510257164,-0.0164218211433763,pLoF,6052831758,6,52831758,
CDIPT,ENSG00000103502,0.0019865861273014,0.00186396024657309,0.00339384312174218,0.0838660728603536,pLoF,16029859096,16,29859096,
INPP5K,ENSG00000132376,0.00201564875538474,0.0927262678028804,0.000982053201174837,0.0225554749802636,pLoF,17001491544,17,1491544,
CGB2,ENSG00000104818,0.00203519861664248,0.00411047259190012,0.0019581561990698,0.0169575541391082,pLoF,19049030017,19,49030017,
CARNMT1,ENSG00000156017,0.00203749865032743,0.00214158395102149,0.00319436652803251,0.114582202293659,pLoF,9074983737,9,74983737,
PCGF1,ENSG00000115289,0.00204512858352024,0.00158595276220141,0.00756693516783735,0.0660284341756677,pLoF,2074502584,2,74502584,
PDCD5,ENSG00000105185,0.00204548785281788,0.0131751226477452,0.00138388033698023,0.0468703044838666,pLoF,19032581198,19,32581198,
SLTM,ENSG00000137776,0.0020727794764781,0.0167853892233867,0.00163151863010391,0.0441883931913078,pLoF,15058879881,15,58879881,
NELFB,ENSG00000188986,0.00217702018250732,0.00226882622268343,0.00579674114285245,0.0647516430854118,pLoF,9137251260,9,137251260,
HEPH,ENSG00000089472,0.00218303724672964,0.00368694117545609,0.00483456833590323,0.0341137605546185,pLoF,23066162663,X,66162663,
CD1E,ENSG00000158488,0.00218921316977705,0.0101825299462897,0.00155982612048633,0.0319981397217736,pLoF,1158353940,1,158353940,
TANC2,ENSG00000170921,0.0022334416664006,0.00140793681754536,0.00670656710957507,0.122800577123671,pLoF,17063009559,17,63009559,
DNAJA4,ENSG00000140403,0.00224155612489008,0.00145258947701943,0.0124725305318203,0.0449502532975561,pLoF,15078264253,15,78264253,
PPT1,ENSG00000131238,0.00224503615048455,0.00193582948786153,0.00375940017563725,0.0210753026167243,pLoF,1040067714,1,40067714,
CHN1,ENSG00000128656,0.00225022289930987,0.00252643354284277,0.00563211275465658,0.0825582328369363,pLoF,2174800050,2,174800050,
CTBP2,ENSG00000175029,0.00225119493531112,0.0842327644065246,0.00148587131304323,0.0595513937986421,pLoF,10124981638,10,124981638,
CD1D,ENSG00000158473,0.00225501849158039,0.0123612936791999,0.00154274441178104,0.0329662154761314,pLoF,1158175842,1,158175842,
HPGD,ENSG00000164120,0.00225608569155389,0.322899045728616,0.00128958356527864,0.0106276591132455,pLoF,4174491902,4,174491902,
BOK,ENSG00000176720,0.00239174167620682,0.00747884655229247,0.00213405536853728,0.0347984099204731,pLoF,2241559395,2,241559395,
KNG1,ENSG00000113889,0.00244582872539512,0.0016692915439076,0.0128122370297447,0.0665566458288124,pLoF,3186717501,3,186717501,
AXIN2,ENSG00000168646,0.00244848417011867,0.00210640987648625,0.00717755313790291,0.0860149163026407,pLoF,17065529838,17,65529838,
KLHL11,ENSG00000178502,0.00245668987604952,0.00521359884562766,0.00384135444677314,0.0447878404131217,pLoF,17041845027,17,41845027,
UBLCP1,ENSG00000164332,0.00250089049072255,0.0161201060509768,0.00167041186618722,0.0606556109837891,pLoF,5159268823,5,159268823,
FSTL1,ENSG00000163430,0.00257432246467282,0.00412600839818977,0.00364341613627617,0.0776461367099494,pLoF,3120396917,3,120396917,
RAD52,ENSG00000002016,0.00265932977332861,0.00135921431414787,0.0304620716510394,0.0565351339423624,pLoF,12000906733,12,906733,
JPH3,ENSG00000154118,0.00266446025413081,0.00243669722240969,0.00413434049144579,0.137024320538903,pLoF,16087603029,16,87603029,
UBE2U,ENSG00000177414,0.00271107987777985,0.00154999080957574,0.019533078783022,0.0199070070035107,pLoF,1064203978,1,64203978,
FBXL16,ENSG00000127585,0.00273391093657804,0.00280360488225817,0.00364906430105516,0.13666030752542,pLoF,16000687503,16,687503,
SERPINB3,ENSG00000057149,0.00273599381564071,0.0386875589450122,0.00150803286700718,0.0146375477412008,pLoF,18063655565,18,63655565,
ANO7,ENSG00000146205,0.00276394748179165,0.00176630842305081,0.00709144867141398,-0.00880705758652503,pLoF,2241188501,2,241188501,
UBE2Z,ENSG00000159202,0.00278831259979195,0.00395914400288544,0.00410731564155065,0.0879552801133604,pLoF,17048908404,17,48908404,
CENPX,ENSG00000169689,0.0027883853741365,0.00199520955873189,0.0105930481076588,0.0539116599703745,pLoF,17082014970,17,82014970,
ZNF335,ENSG00000198026,0.00280431960205574,0.00220470251212168,0.0394898883165611,0.0153075715028042,pLoF,20045943660,20,45943660,
CALR3,ENSG00000269058,0.00280721627078373,0.138103808023173,0.0017889809722097,0.0156963287380548,pLoF,19016479026,19,16479026,
LYZL6,ENSG00000275722,0.00285284174478562,0.0171905417179342,0.00193431158936586,0.0343036678310054,pLoF,17035930011,17,35930011,
THRA,ENSG00000126351,0.0028720495196195,0.00233544918311757,0.00731247423112613,0.0460970392711712,pLoF,17040074400,17,40074400,
PPFIA3,ENSG00000177380,0.00287842116373094,0.00725903841920594,0.00273739557481356,0.0804496894057549,pLoF,19049114819,19,49114819,
DNAL1,ENSG00000119661,0.00291132908982217,0.00285359091390669,0.00492857170925065,0.0680644273174186,pLoF,14073644894,14,73644894,
RFK,ENSG00000135002,0.00295890574349056,0.00294935585177281,0.00443781794987386,0.110660035304935,pLoF,9076387333,9,76387333,
SEMA6C,ENSG00000143434,0.0030334114023115,0.00186774622479791,0.0248262616703711,0.047080566525117,pLoF,1151132124,1,151132124,
SEPTIN8,ENSG00000164402,0.00303485973447093,0.0341231087991494,0.00205583677500409,0.0418335414305918,pLoF,5132747395,5,132747395,
MAP3K13,ENSG00000073803,0.00311141066712284,0.0103914437482818,0.00278075558384017,0.0437755552425208,pLoF,3185363007,3,185363007,
BIRC5,ENSG00000089685,0.0031263246091866,0.0157143872303447,0.00274438709318514,0.046899035278077,pLoF,17078214242,17,78214242,
GASK1A,ENSG00000144649,0.00313000295096782,,,,pLoF,3042979520,3,42979520,
DIPK1C,ENSG00000187773,0.00315765831579351,0.00547953038712212,0.00390747825756343,0.0266503276802257,pLoF,18074436413,18,74436413,
FKTN,ENSG00000106692,0.00317524905154953,0.00785777292734458,0.00259249301305142,0.0284690839405936,pLoF,9105575026,9,105575026,
ZNF354B,ENSG00000178338,0.00318390408643054,0.01380320612221,0.00261538417614049,0.0440818790467108,pLoF,5178866108,5,178866108,
KIF1B,ENSG00000054523,0.00322059075296222,0.0123237169310684,0.00344387365501508,0.0416220703278757,pLoF,1010232286,1,10232286,
EEF2,ENSG00000167658,0.0032391565452895,0.00351716404373192,0.00481623083006266,0.105785547340566,pLoF,19003976450,19,3976450,
TUBB3,ENSG00000258947,0.00330692771537455,0.00392164513733462,0.00430975278274848,0.107041971492692,pLoF,16089919212,16,89919212,
GTF3C6,ENSG00000155115,0.00332202635285817,0.0874561143362955,0.00173071444671247,0.0348589990757002,pLoF,6110958688,6,110958688,
CCDC154,ENSG00000197599,0.00335351244203796,0.012161679231806,0.00297590082796328,0.00753698135139775,pLoF,16001434297,16,1434297,
XYLT1,ENSG00000103489,0.00336234098645916,0.0033317261307495,0.0111278752766919,0.0656299735712374,pLoF,16017108602,16,17108602,
TMPRSS2,ENSG00000184012,0.00340386041037899,0.00575690662534201,0.00446213847493659,0.0308281893782806,pLoF,21041466046,21,41466046,
INTS11,ENSG00000127054,0.0034551357366579,0.684169567982696,0.00171415030845001,0.00247669876702848,pLoF,1001307107,1,1307107,
GPAA1,ENSG00000197858,0.00346031514037914,0.00375500863622968,0.00717655846015375,0.0372742465964949,pLoF,8144078619,8,144078619,
SH2B1,ENSG00000178188,0.00347826466482748,0.118649906069882,0.00201315576437022,0.0420911646114948,pLoF,16028842870,16,28842870,
C5orf49,ENSG00000215217,0.00354004251145279,0.337276899788934,0.00194631910814158,0.0233994739105722,pLoF,5007826624,5,7826624,
TAS2R41,ENSG00000221855,0.00357929352688335,0.162123983647389,0.00172377490650732,0.0171432332556175,pLoF,7143477793,7,143477793,
SH2D4A,ENSG00000104611,0.00360562613445814,0.0230554973491621,0.00309849698080522,-0.00958652733655719,pLoF,8019313682,8,19313682,
HIF1AN,ENSG00000166135,0.00366713935446683,0.0537221011593915,0.00201530461728283,0.070402323478509,pLoF,10100535868,10,100535868,
SEC61A2,ENSG00000065665,0.00368044553835833,0.212852019821258,0.00194940057662973,0.0225980258317085,pLoF,10012129702,10,12129702,
HLA-DQA2,ENSG00000237541,0.00373347399911028,0.00472147363107789,0.00403529163331562,0.0863564536628839,pLoF,6032741369,6,32741369,
MFSD12,ENSG00000161091,0.0037542639597723,0.00267384476591248,0.0909467161777766,-0.0119955123502359,pLoF,19003539199,19,3539199,
B3GALT6,ENSG00000176022,0.00382071707808218,0.00339746701495824,0.00719921672592194,0.0420077147068547,pLoF,1001228365,1,1228365,
MYH6,ENSG00000197616,0.00385080261350423,0.00216028862952311,0.0448190562756627,0.0277986096647293,pLoF,14023377130,14,23377130,
ASB3,ENSG00000115239,0.00385891550173467,0.093356258425628,0.00218780356726511,0.0273331531066395,pLoF,2053670393,2,53670393,
EPM2A,ENSG00000112425,0.00390004443432834,0.00234886885367791,0.0604491579699993,0.0341380779405404,pLoF,6145625788,6,145625788,
MZF1,ENSG00000099326,0.00390747913390055,0.00233998360920951,0.0219254480706912,0.0595491244947134,pLoF,19058556933,19,58556933,
MPZ,ENSG00000158887,0.00392094534466536,0.00304065894556638,0.00900796188954223,0.0926546466699046,pLoF,1161305836,1,161305836,
YBX1,ENSG00000065978,0.00395162958973982,0.00448733079669572,0.0046088123282112,0.126472573063585,pLoF,1042682435,1,42682435,
PTEN,ENSG00000171862,0.00395494908024274,0.00646499801671885,0.00525986912362253,0.0805735141969203,pLoF,10087861863,10,87861863,
BCAS2,ENSG00000116752,0.00401882614255644,0.00563129716238098,0.00534349612970053,0.0525584797448416,pLoF,1114568014,1,114568014,
TEFM,ENSG00000172171,0.00402718856754958,0.0040330597075271,0.00774437149377405,0.0520468460162211,pLoF,17030893998,17,30893998,
CSNK1E,ENSG00000213923,0.00402874192381375,0.00408454951589077,0.00747481697694263,0.0878900083566526,pLoF,22038293214,22,38293214,
TPTEP2-CSNK1E,ENSG00000283900,0.00402874192381375,0.00408454951589077,0.00747481697694263,0.0878900083566526,pLoF,22038293214,22,38293214,
SETDB1,ENSG00000143379,0.00411220835041937,0.0490640127246588,0.00218220187137586,0.0459555659593914,pLoF,1150927642,1,150927642,
CCM2,ENSG00000136280,0.00416056064135673,0.017548471504495,0.00336456894010828,0.0571849634860813,pLoF,7045027634,7,45027634,
RDH16,ENSG00000139547,0.00420651995737165,0.00349479139526765,0.0109282531965442,0.0519185516469948,pLoF,12056951963,12,56951963,
TRIM35,ENSG00000104228,0.00422797810003794,0.267606780515102,0.0022215113488282,0.0188427010022781,pLoF,8027287455,8,27287455,
ETV5,ENSG00000244405,0.00423888193906052,0.00221880072490288,0.0118171027618086,0.144037301134058,pLoF,3186048578,3,186048578,
PRR18,ENSG00000176381,0.00428640689004989,0.0728386047531778,0.0024280036928136,0.0851770923326739,pLoF,6166307143,6,166307143,
LYPD5,ENSG00000159871,0.00429007377491342,0.00255385090670757,0.0140814744825247,0.0808944062918839,pLoF,19043797543,19,43797543,
SLC44A2,ENSG00000129353,0.00430410614101395,0.00257905806359271,0.032330817881178,0.0398318052884838,pLoF,19010625388,19,10625388,
SETD1A,ENSG00000099381,0.00439862499476829,0.00337811780883612,0.0102684870650764,0.0921078087179769,pLoF,16030953116,16,30953116,
AC003002.3,ENSG00000269533,0.00441045614215541,0.00295241512776134,0.0262684838016386,0.110995943827545,pLoF,19057389980,19,57389980,
MEX3D,ENSG00000181588,0.00442273222628187,0.00397701163413333,0.00722103701130195,0.103423511440074,pLoF,19001555226,19,1555226,
LEFTY2,ENSG00000143768,0.0044409348539135,0.00437397912403636,0.00644741641250912,0.049114132451417,pLoF,1225937312,1,225937312,
NSMCE1,ENSG00000169189,0.00452651892848777,0.00521225111135326,0.00424914698126222,0.0456112472525112,pLoF,16027220335,16,27220335,
ZNHIT3,ENSG00000273611,0.00456133574900919,0.0044618952166755,0.00952657597287443,0.0391997311290797,pLoF,17036486610,17,36486610,
UBR3,ENSG00000144357,0.00457624792761335,0.00816014023791733,0.00866990742648599,0.0555458981431924,pLoF,2169824452,2,169824452,
H4C7,ENSG00000275663,0.00459911923150658,0.0549066024104909,0.00347570992490098,0.0705072789238448,pLoF,6026246590,6,26246590,
LIG1,ENSG00000105486,0.00460611693490665,0.318871079571013,0.00248881881935781,0.0107157891126442,pLoF,19048110445,19,48110445,
SEH1L,ENSG00000085415,0.00466752710556895,0.0118570965899132,0.00427438858598372,0.0423641903929777,pLoF,18012948067,18,12948067,
UQCR11,ENSG00000127540,0.00467212360748714,0.0343842635205265,0.00380254224601817,0.0672450485225222,pLoF,19001592485,19,1592485,
IFNL3,ENSG00000197110,0.00470567369378017,0.00379163142486538,0.00840835123896666,0.0803453848834345,pLoF,19039243536,19,39243536,
CIDEA,ENSG00000176194,0.00476136664580973,0.0101444714044087,0.00394810960740255,0.0557328822784329,pLoF,18012254311,18,12254311,
CETN1,ENSG00000177143,0.00492023189992885,0.0207761819533669,0.00451920704783604,0.0221681024051827,pLoF,18000580285,18,580285,
MTFMT,ENSG00000103707,0.00496155881389448,0.0181370881900762,0.00433827779090656,0.0373092098607745,pLoF,15065003015,15,65003015,
TTC4,ENSG00000243725,0.00498954247092354,0.00409769271968674,0.00949577701708493,0.0382753758772823,pLoF,1054715843,1,54715843,
PLAAT5,ENSG00000168004,0.00509332833865961,0.0037227832987935,0.010595419498646,0.0418408712738623,pLoF,11063463460,11,63463460,
CTR9,ENSG00000198730,0.00510317440229446,0.0270414737554791,0.00343941697326744,0.0442391743520576,pLoF,11010751332,11,10751332,
G3BP1,ENSG00000145907,0.00515091583557337,0.149271247461329,0.00245502507378426,0.0389246564400493,pLoF,5151770308,5,151770308,
HOXD1,ENSG00000128645,0.00519929169795474,0.00306138577859638,0.13548176268157,0.045970727349821,pLoF,2176188717,2,176188717,
ALG1L2,ENSG00000251287,0.00526471591228761,0.274981013347331,0.00269177500721596,0.0160379446935817,pLoF,3130081917,3,130081917,
PIDD1,ENSG00000177595,0.00530318587163281,0.00370524603622047,0.0250863022173531,0.0233563982699818,pLoF,11000794361,11,794361,
KCNJ16,ENSG00000153822,0.00539424562737356,0.00282029215687274,0.0314236141786502,-0.0295474506495217,pLoF,17070130900,17,70130900,
PSME4,ENSG00000068878,0.00543548876258926,0.00658128285864534,0.00995499259268506,0.0454249297911623,pLoF,2053859767,2,53859767,
CORO1A,ENSG00000102879,0.00548198381568121,0.0186673052638647,0.00425941275848696,0.0587669691315773,pLoF,16030185134,16,30185134,
TDO2,ENSG00000151790,0.00548561327369568,0.223358190289062,0.00282378730960686,0.00956214615933509,pLoF,4155903668,4,155903668,
TSHZ1,ENSG00000179981,0.00550588113183592,0.0833053338721405,0.00312122497885403,0.0602712801817916,pLoF,18075208237,18,75208237,
FGD3,ENSG00000127084,0.00551137792787615,0.0141553736195275,0.00442222897283506,0.0481660036164887,pLoF,9092976170,9,92976170,
MUC13,ENSG00000173702,0.00552051159456057,0.0511260235673814,0.00321736560780528,0.034876897590647,pLoF,3124908082,3,124908082,
IZUMO2,ENSG00000161652,0.00557912384962955,0.00441390625156912,0.00891110283186136,0.0301858746378962,pLoF,19050152559,19,50152559,
SENP1,ENSG00000079387,0.00559704133552352,0.00764770741254361,0.00637782779768958,0.0920495006271173,pLoF,12048045265,12,48045265,
NTPCR,ENSG00000135778,0.00560935329350021,0.0789460743788685,0.00300880551198524,0.0445351994019785,pLoF,1232950656,1,232950656,
