Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
PPAN-P2RY11,ENSG00000243207,0.00161659036066542,0.239990033275507,0.000839616097009888,0.00275375986560726,synonymous,19010102479,19,10102479,
RIN1,ENSG00000174791,0.00171818922261391,0.00101009578001776,0.0709648376839418,0.00575145771166305,synonymous,11066332207,11,66332207,
PKNOX2,ENSG00000165495,0.00172652323209987,0.0127033868395079,0.0014114240348897,0.0118119746952362,synonymous,11125351284,11,125351284,
CTDSPL,ENSG00000144677,0.00175007989138432,0.00662689568090269,0.0017454712055327,0.0229569222969106,synonymous,3037862132,3,37862132,
RABGAP1,ENSG00000011454,0.00175647726586237,0.784901371209854,0.00080880579642939,0.00209830504427096,synonymous,9122956983,9,122956983,
B3GNT5,ENSG00000176597,0.0018480327292687,0.0165536764620164,0.00115722364489856,0.0168261864421314,synonymous,3183269723,3,183269723,
PPP1R9B,ENSG00000108819,0.00194529617583916,0.00135996431539498,0.137301151636274,-0.00757890618295939,synonymous,17050135271,17,50135271,
TOMM40L,ENSG00000158882,0.00198179462528703,0.0952269003216826,0.000971476861597709,0.0105653844780932,synonymous,1161222368,1,161222368,
ZNRF4,ENSG00000105428,0.00204062586656806,0.0260557842567823,0.00139165774628014,-0.00539329884304094,synonymous,19005455406,19,5455406,
AC069257.3,ENSG00000272741,0.00209897432108974,0.0132548338491162,0.00145812364908604,0.0476366602633577,synonymous,3196247295,3,196247295,
NPIPA5,ENSG00000183793,0.00210264804993143,0.00430942329856887,0.00183125338186896,0.0108360892931371,synonymous,16015363549,16,15363549,
ADORA1,ENSG00000163485,0.00211955156325006,0.00145988833535715,0.0130722083248015,0.016593939898731,synonymous,1203128237,1,203128237,
FZD1,ENSG00000157240,0.00212385857604591,0.00142876916834134,0.0057740864087481,0.00864344190333285,synonymous,7091264808,7,91264808,
PTGR2,ENSG00000140043,0.002134411058896,0.00184754336985615,0.00912500523968007,0.0175857113046109,synonymous,14073858805,14,73858805,
AC010547.4,ENSG00000261611,0.00215324632595315,0.309917325345746,0.00106890414700933,0.0152221321478818,synonymous,16071448035,16,71448035,
APOA2,ENSG00000158874,0.00224681947011385,0.0393921005645976,0.00136212619713449,0.0323199883855817,synonymous,1161217955,1,161217955,
DIS3L2,ENSG00000144535,0.00237797776927917,0.00158283120860858,0.267153611707196,-0.00693630425617771,synonymous,2232014838,2,232014838,
ZNF248,ENSG00000198105,0.00238503797049172,0.00530660764901425,0.00200318497147278,-0.00990882633243336,synonymous,10037828765,10,37828765,
OR2T7,ENSG00000227152,0.0023896750933764,0.00326836285280419,0.00208422386449836,0.0815283943422724,synonymous,1248441082,1,248441082,
CPA6,ENSG00000165078,0.00247773982885102,0.00376075325560965,0.00225723393701638,0.00790230385797096,synonymous,8067422440,8,67422440,
ARL1,ENSG00000120805,0.00252444902111548,0.0123206737245795,0.00185641354961186,0.0375583294818468,synonymous,12101395586,12,101395586,
OR4D11,ENSG00000176200,0.00257444170475918,0.149629827066274,0.00122864949493506,0.0103936880557851,synonymous,11059503595,11,59503595,
CANX,ENSG00000127022,0.00262503518746404,0.0260119938971743,0.00233957677900531,-0.00640939282116863,synonymous,5179698339,5,179698339,
HR,ENSG00000168453,0.00265367883806467,0.00184496403755807,0.013999152887441,0.00674759642425218,synonymous,8022115640,8,22115640,
C18orf25,ENSG00000152242,0.0026591641949899,0.0746491466239667,0.00151683975291395,0.00901579358262372,synonymous,18046215811,18,46215811,
ATP1B1,ENSG00000143153,0.00267692340571057,0.00826891401675156,0.00194854963689051,0.0119166612104126,synonymous,1169106764,1,169106764,
AMIGO1,ENSG00000181754,0.00270327284028793,0.00126050196484706,0.064121670339686,0.0262817522073591,synonymous,1109507304,1,109507304,
URGCP-MRPS24,ENSG00000270617,0.0027101418822838,0.00241437567794089,0.0129763715524025,0.0151152655071797,synonymous,7043866603,7,43866603,
CDKN2A,ENSG00000147889,0.00277011855299425,0.00183360020784518,0.00853053437247042,-0.0225086637886938,synonymous,9021968173,9,21968173,
RDH10,ENSG00000121039,0.00279779207716646,0.010363565611033,0.00217697061322286,0.0219086243766259,synonymous,8073291001,8,73291001,
PEPD,ENSG00000124299,0.00286808068014222,0.00182797579612282,0.145561757415555,-0.00751515860880111,synonymous,19033387248,19,33387248,
WASL,ENSG00000106299,0.00288418485050324,0.00510687316531044,0.00249747021093283,0.00845857027110038,synonymous,7123684552,7,123684552,
TSKS,ENSG00000126467,0.00294304025369985,0.0428339723525052,0.00219440858942077,0.0049370373945936,synonymous,19049739789,19,49739789,
SNX12,ENSG00000147164,0.00299295929593335,0.0356425663747408,0.00174629957360017,0.00707752295909987,synonymous,23071060998,X,71060998,
GARS1,ENSG00000106105,0.00301824243031212,0.00645221978945743,0.00264817697130648,-0.0090322809018812,synonymous,7030594856,7,30594856,
IRF9,ENSG00000213928,0.00302880893617918,0.0102701440940461,0.00275979053015729,-0.00712121665858017,synonymous,14024157232,14,24157232,
TOM1L2,ENSG00000175662,0.00310198999295896,0.0299908951049759,0.00166883186773359,-0.00651559584855123,synonymous,17017847519,17,17847519,
LPA,ENSG00000198670,0.00312484942329405,0.0234933666839057,0.00170152476798036,0.00308068863760269,synonymous,6160531620,6,160531620,
ANK2,ENSG00000145362,0.00322200288032315,0.0016305036085813,0.0489660944812053,0.00378966917157097,synonymous,4113049558,4,113049558,
WDR45,ENSG00000196998,0.00323796314866909,0.0116401352475888,0.00270403691341414,0.00686529703279051,synonymous,23049071769,X,49071769,
TMEM216,ENSG00000187049,0.00333618452690643,0.00207652479207399,0.0493991247806844,0.0485968997974544,synonymous,11061392550,11,61392550,
LDHAL6B,ENSG00000171989,0.00334950475824158,0.02875201169185,0.0027467609697428,0.00591718693814824,synonymous,15059202264,15,59202264,
STUM,ENSG00000203685,0.00338974309774021,0.00234880706261542,0.0361835557759661,-0.0134534468839242,synonymous,1226548811,1,226548811,
SLC46A2,ENSG00000119457,0.00339948105564125,0.75332636483657,0.00230608343547012,0.000673275605268206,synonymous,9112879695,9,112879695,
MCRIP2,ENSG00000172366,0.00358100590694022,0.0134454093725666,0.0027977162246825,0.02473833495308,synonymous,16000641889,16,641889,
ATG4D,ENSG00000130734,0.00362774873328631,0.00363367203713516,0.00565233138409593,0.0144365671448961,synonymous,19010544016,19,10544016,
IGSF8,ENSG00000162729,0.00363166208415677,0.272101188288635,0.00229363799617155,0.00350253955679951,synonymous,1160087339,1,160087339,
OTX2,ENSG00000165588,0.00364885949903904,0.0018117134126181,0.533529146983952,-0.0222356749736819,synonymous,14056801656,14,56801656,
C11orf87,ENSG00000185742,0.00365533429236065,0.0430072370998781,0.00187702582162685,0.0232103913542055,synonymous,11109423545,11,109423545,
METTL6,ENSG00000206562,0.0037198616114732,0.00219234618832176,0.051598202892716,0.030496577720372,synonymous,3015411154,3,15411154,
OR5F1,ENSG00000149133,0.00374739449731687,0.00660877337516586,0.00325352859330086,-0.00692839212636063,synonymous,11055993666,11,55993666,
NEK9,ENSG00000119638,0.00376208382452425,0.00226713520323141,0.0693666340702381,0.00946747722893098,synonymous,14075077425,14,75077425,
GPR108,ENSG00000125734,0.00385337983781608,0.632714096542783,0.00205940294878726,0.0012049421335583,synonymous,19006730245,19,6730245,
MRPL24,ENSG00000143314,0.00395762203860339,0.641324491393351,0.00191543583278975,0.00579098975464463,synonymous,1156732304,1,156732304,
CEACAM4,ENSG00000105352,0.00403416479725971,0.00251327222244058,0.0478261702475071,0.0180000871711099,synonymous,19041619278,19,41619278,
COMMD6,ENSG00000188243,0.00403662658920612,0.0139774125932829,0.00250035351771039,0.0406583230903807,synonymous,13075526545,13,75526545,
HMCES,ENSG00000183624,0.00406494558658343,0.0777234785859929,0.00363891942725236,0.0065353501274781,synonymous,3129274746,3,129274746,
SYT12,ENSG00000173227,0.00409078691359932,0.00621231035210235,0.00461206385766388,0.00880019413920617,synonymous,11067030051,11,67030051,
ANAPC10,ENSG00000164162,0.00414752276207309,0.0064002354371504,0.00487031837348184,0.0461847816261072,synonymous,4144995353,4,144995353,
RABEP1,ENSG00000029725,0.00424000502163469,0.00290500546952677,0.0116610501956944,-0.00723306464172004,synonymous,17005282411,17,5282411,
SLC12A4,ENSG00000124067,0.00429806838476832,0.00266805198903308,0.0373041059354322,0.00923698000554904,synonymous,16067939751,16,67939751,
RUVBL1,ENSG00000175792,0.00431929492923655,0.0853838791064478,0.00208846180966427,0.00953345942009333,synonymous,3128081159,3,128081159,
SERPINA9,ENSG00000170054,0.00436053479164678,0.0151672234314106,0.00241934133950061,0.00796122814788324,synonymous,14094463043,14,94463043,
SLC35A5,ENSG00000138459,0.00440458696836921,0.0023798889357044,0.145267478939883,-0.0237139781155749,synonymous,3112558330,3,112558330,
SLC22A4,ENSG00000197208,0.00449138266538074,0.00709534810111145,0.00365848248463363,-0.00679866294700768,synonymous,5132294493,5,132294493,
FAHD1,ENSG00000180185,0.00457203377236282,0.29905982122151,0.00219000292410365,0.00862116754358896,synonymous,16001822275,16,1822275,
TNKS2,ENSG00000107854,0.00459910578875233,0.00242435513902051,0.747149877624306,-0.00824121544180169,synonymous,10091798550,10,91798550,
TXN,ENSG00000136810,0.00464523115650362,0.00236010615148996,0.114777841111993,0.0441565987267916,synonymous,9110244125,9,110244125,
PPM1A,ENSG00000100614,0.00469409307223345,0.772869417007814,0.00243808018772462,0.00161598811434867,synonymous,14060245775,14,60245775,
TEK,ENSG00000120156,0.00480410487633021,0.00844830306531064,0.00510479796367491,-0.00800673981604066,synonymous,9027109509,9,27109509,
FAM161A,ENSG00000170264,0.00490838025914941,0.0034794854365805,0.0185698645016048,-0.0084696858244031,synonymous,2061826365,2,61826365,
BHLHB9,ENSG00000198908,0.00496623402342755,0.00542737832694851,0.00862579063023938,0.0206803527352688,synonymous,23102715746,X,102715746,
ARMCX5-GPRASP2,ENSG00000286237,0.00496623402342755,0.00542737832694851,0.00862579063023938,0.0206803527352688,synonymous,23102714753,X,102714753,
MFSD3,ENSG00000167700,0.00504007916600302,0.114725910959564,0.00378476740012645,0.00361274636985446,synonymous,8144504213,8,144504213,
MFHAS1,ENSG00000147324,0.00506587651338519,0.00276116533801796,0.040727915593786,0.00434333542053156,synonymous,8008785942,8,8785942,
MBNL1,ENSG00000152601,0.00519524581227415,0.399376366931774,0.00322746167365962,0.00423689819237027,synonymous,3152300147,3,152300147,
WIPF2,ENSG00000171475,0.00532963906537454,0.139747790546605,0.00280286828205334,0.0103311923390118,synonymous,17040256331,17,40256331,
ISG20,ENSG00000172183,0.00534029287214532,0.191551401399552,0.00397284761648997,0.00439123274436648,synonymous,15088639310,15,88639310,
HOXC8,ENSG00000037965,0.00538986346821235,0.547326190040718,0.00331421002034626,0.00237109131767882,synonymous,12054009224,12,54009224,
PHF14,ENSG00000106443,0.00540996681441064,0.00356417887782534,0.0267815351589047,0.0272034551832575,synonymous,7010974254,7,10974254,
GPR39,ENSG00000183840,0.00546250082551991,0.00716486885412304,0.00532444146053446,-0.00601571584453445,synonymous,2132416939,2,132416939,
RAB27B,ENSG00000041353,0.00546303706573636,0.00259850018171415,0.215269188351159,0.0300492172570765,synonymous,18054877502,18,54877502,
RFWD3,ENSG00000168411,0.00547782658841922,0.350199467742319,0.00266565774990846,-0.00372405517154895,synonymous,16074623841,16,74623841,
PLP1,ENSG00000123560,0.00550735324533702,0.291290428787688,0.00285963704810221,0.0064599747541832,synonymous,23103776935,X,103776935,
LDLRAD3,ENSG00000179241,0.00563910400796486,0.0191591623723446,0.00496758610910775,0.0508203598435482,synonymous,11035944015,11,35944015,
LSM4,ENSG00000130520,0.0056551870743542,0.00332870466768775,0.0286135734712728,0.0242771138828194,synonymous,19018307377,19,18307377,
ARHGAP4,ENSG00000089820,0.00571449026865789,0.00386944722961169,0.022158794318102,-0.00519256623583514,synonymous,23153905056,X,153905056,
PCDHB14,ENSG00000120327,0.00573624076193036,0.00422739619339008,0.00964418200969441,0.00343477829943555,synonymous,5141223454,5,141223454,
PDGFRA,ENSG00000134853,0.00575751434603866,0.573693510494191,0.00290441868947477,0.000960691693438643,synonymous,4054258730,4,54258730,
TCEAL4,ENSG00000133142,0.0058395372608947,0.0390057123491486,0.00350029545618957,0.00889225707435996,synonymous,23103576377,X,103576377,
PUDP,ENSG00000130021,0.00588278776887607,0.00339586676346415,0.0190657560581481,0.0187371469400379,synonymous,23007050234,X,7050234,
ADGRB3,ENSG00000135298,0.00590148421144654,0.0106492893798635,0.0048353327660442,-0.00656391199793717,synonymous,6068638581,6,68638581,
C6,ENSG00000039537,0.00591723911094333,0.072373014227781,0.00336734301421771,0.00735835603361385,synonymous,5041142776,5,41142776,
HOXB6,ENSG00000108511,0.00594386335627195,0.406610964694246,0.00322676964164081,-0.00689906051169525,synonymous,17048592112,17,48592112,
PI4KB,ENSG00000143393,0.00594898759413509,0.00565389461826171,0.00729342737380678,-0.00707042223372953,synonymous,1151286940,1,151286940,
HECW2,ENSG00000138411,0.00601832566186089,0.0032768770304783,0.0215008769145431,-0.00403495159266529,synonymous,2196201251,2,196201251,
ARL8A,ENSG00000143862,0.00603998251260796,0.00535452299869343,0.00857850127832871,0.013538701059095,synonymous,1202128446,1,202128446,
PRDM15,ENSG00000141956,0.00609158703731638,0.631890314429905,0.00338285980477049,-0.000728446421924768,synonymous,21041801165,21,41801165,
ACP1,ENSG00000143727,0.00611073601100032,0.00777225581153973,0.00566790481508406,0.00921737681250473,synonymous,2000262511,2,262511,
SPDYE17,ENSG00000186645,0.00612490347844341,0.00312053977995452,0.0861192280417998,0.0147471112287272,synonymous,7077028080,7,77028080,
MANF,ENSG00000145050,0.00614334473734857,0.00847896833078821,0.00676250479330032,0.0251090447656521,synonymous,3051380943,3,51380943,
SYCP2,ENSG00000196074,0.0062165276529349,0.101007454512161,0.00330138786970924,-0.00260989883895602,synonymous,20059864285,20,59864285,
HOXA6,ENSG00000106006,0.0063078474796191,0.00557771269601082,0.0706815311075032,0.00917527208687726,synonymous,7027141722,7,27141722,
MRGPRX2,ENSG00000183695,0.0064108085953366,0.00455845041447511,0.022827124427097,0.0272460873122547,synonymous,11019055323,11,19055323,
KRT82,ENSG00000161850,0.00647707823344568,0.401206083277769,0.00393039542342322,0.00209824997354696,synonymous,12052394922,12,52394922,
GAST,ENSG00000184502,0.00648271238374587,0.00380522576131637,0.0572944344437782,0.0401504348047323,synonymous,17041715380,17,41715380,
FARP1,ENSG00000152767,0.00648928196831688,0.0148696200820216,0.00475678908445176,0.00445415679440283,synonymous,13098176107,13,98176107,
TMEM147,ENSG00000105677,0.00650107971506164,0.00330718252357354,0.268731651412524,-0.0229209039522174,synonymous,19035542306,19,35542306,
RIPPLY3,ENSG00000183145,0.00655819209832442,0.00514177412928984,0.0450998816604498,-0.00968732514180374,synonymous,21037006709,21,37006709,
CCDC8,ENSG00000169515,0.00656233303971954,0.0048243959420845,0.202052813044939,-0.00940921936308295,synonymous,19046411102,19,46411102,
FAM166A,ENSG00000188163,0.00663017967672963,0.00419398872641308,0.351493816804275,-0.00724121058697416,synonymous,9137241245,9,137241245,
COA7,ENSG00000162377,0.00671717977237429,0.0778442565091886,0.00389731089936651,0.0178030051314607,synonymous,1052687633,1,52687633,
PPL,ENSG00000118898,0.00673097564084701,0.00329610602824804,0.106706645358336,-0.00376941596492119,synonymous,16004877507,16,4877507,
UBAP2L,ENSG00000143569,0.00677590481327839,0.450436582849461,0.00330422821010767,0.0030685614973855,synonymous,1154219796,1,154219796,
CEACAM20,ENSG00000273777,0.00690976216054473,0.375704828252019,0.00410221172607206,0.00216546975753453,synonymous,19044506155,19,44506155,
FHIT,ENSG00000189283,0.00693143693402154,0.00383284229022218,0.0378591102384338,0.0716331739975483,synonymous,3059752181,3,59752181,
SMAP1,ENSG00000112305,0.00693624001916859,0.666156032353851,0.00377233583563374,0.00209275723631079,synonymous,6070667954,6,70667954,
EDNRB,ENSG00000136160,0.00705019684922892,0.049221600264043,0.00400433250235355,-0.00553047742021465,synonymous,13077896344,13,77896344,
TRIP4,ENSG00000103671,0.00706962429404256,0.0196917305148641,0.00511257803273479,-0.00489840134100448,synonymous,15064387387,15,64387387,
SLC6A13,ENSG00000010379,0.00716996698488359,0.00470126360256695,0.0213867112455453,0.00775981149485295,synonymous,12000220836,12,220836,
SPPL2B,ENSG00000005206,0.00723887190279882,0.793440921237871,0.00364221701965683,0.000429236556900549,synonymous,19002324084,19,2324084,
TMEM160,ENSG00000130748,0.00731475957120475,0.00435764178841325,0.0186541801786453,0.0166226864947911,synonymous,19047040909,19,47040909,
ZP1,ENSG00000149506,0.00734091723534736,0.663989080987894,0.00350945751403275,-0.0023674976234873,synonymous,11060867450,11,60867450,
FOXP4,ENSG00000137166,0.00735649735280552,0.00890592925149236,0.00769131886708241,-0.00713975223077902,synonymous,6041565672,6,41565672,
POMGNT2,ENSG00000144647,0.00735943076206347,0.0110505775589407,0.00680315407222054,0.00746938694941895,synonymous,3043079622,3,43079622,
NUP133,ENSG00000069248,0.00747132899819836,0.0948263369914666,0.00447258143127838,0.00385747557343689,synonymous,1229441840,1,229441840,
SHISA9,ENSG00000237515,0.0075146362623445,0.187780036179354,0.00396860290838563,0.00899020669682957,synonymous,16012901977,16,12901977,
CCDC3,ENSG00000151468,0.00758934377333376,0.00554026340427127,0.0408223765171802,0.0173581390064644,synonymous,10012898326,10,12898326,
BCKDHB,ENSG00000083123,0.00765958763828611,0.00600318177248838,0.0189028804054248,0.0110180256319503,synonymous,6080106580,6,80106580,
RPP21,ENSG00000241370,0.00767416598894066,0.00687201807162419,0.0120581070846114,0.0103419063824868,synonymous,6030340219,6,30340219,
UBE2S,ENSG00000108106,0.0077396925708284,0.00479050489227695,0.0241299377009776,0.0107609925341576,synonymous,19055401397,19,55401397,
RASA4B,ENSG00000170667,0.00777464189562116,0.00718900797626498,0.0156374105117143,-0.0216191121000254,synonymous,7102478656,7,102478656,
SMC6,ENSG00000163029,0.0077938509777169,0.00635516899687572,0.0132512748786053,-0.00863975543068562,synonymous,2017665458,2,17665458,
C1orf122,ENSG00000197982,0.00780771264608227,0.0292132669588192,0.00725302773428627,0.00939466203140684,synonymous,1037803837,1,37803837,
B3GALT5,ENSG00000183778,0.00787572641216239,0.0963012687972262,0.00406286589933624,0.00887855583547771,synonymous,21039657884,21,39657884,
CRELD1,ENSG00000163703,0.00789770578066606,0.00441755136789823,0.378592668018942,0.0155428063409131,synonymous,3009929771,3,9929771,
HHLA1,ENSG00000132297,0.00795672733008435,0.00404350134871123,0.460648726881326,-0.0158288621665087,synonymous,8132063947,8,132063947,
H3C4,ENSG00000197409,0.00797358658055358,0.147809989661411,0.0050319905420434,-0.00886648068545813,synonymous,6026196758,6,26196758,
CCR1,ENSG00000163823,0.00797850158374935,0.00594999565846022,0.0130077779217858,-0.00706109518303129,synonymous,3046203199,3,46203199,
RGS21,ENSG00000253148,0.00801589498532795,0.0253241716581257,0.0054705615642483,0.0297554325000023,synonymous,1192342970,1,192342970,
GFRA1,ENSG00000151892,0.00802301392962801,0.00586412423237404,0.0203920743679991,0.00686117606230864,synonymous,10116064336,10,116064336,
TRIM39-RPP21,ENSG00000248167,0.00810091468267371,0.00710229030198406,0.00954041489526813,0.00958955900905326,synonymous,6030329208,6,30329208,
RAB32,ENSG00000118508,0.00812072035033307,0.0248678678134635,0.0063805483621,0.0236770584332871,synonymous,6146543753,6,146543753,
TRARG1,ENSG00000184811,0.00813031270798681,0.00493739619870825,0.0427625911678947,0.0295840998273135,synonymous,17001279891,17,1279891,
COG3,ENSG00000136152,0.00813981529046459,0.677353578285149,0.00436718150646043,0.00184496474006694,synonymous,13045464857,13,45464857,
USPL1,ENSG00000132952,0.00822267313966785,0.00580377132967691,0.0196731184322938,-0.00859435496317771,synonymous,13030621081,13,30621081,
TMEM185A,ENSG00000269556,0.00835210614069692,0.00765339670335807,0.0183346511866654,-0.00566289237806526,synonymous,23149594600,X,149594600,
SPATA18,ENSG00000163071,0.00844090212122883,0.00603366237045733,0.147598797404678,-0.00721316558399497,synonymous,4052051636,4,52051636,
IRX6,ENSG00000159387,0.00844125691012554,0.0962411592521459,0.00619753613088525,-0.00444042148406786,synonymous,16055325011,16,55325011,
IL22,ENSG00000127318,0.00845652010151154,0.00709284204117644,0.0184664380302354,0.0351283514434243,synonymous,12068248753,12,68248753,
