CHR GENE Pval Pval_0.00 Pval_0.01 Pval_0.04 Pval_0.09 Pval_0.025 Pval_0.50 Pval_1.00
chr21 CLDN8 0.73667164387771 0.573165704801936 0.577075957892254 0.5882696889504 0.605411463618208 0.655130562258406 0.739327274430271 0.839898668726932
chr21 KRTAP24-1 0.168645555797041 0.814788882056754 0.792007571672508 0.723774068931668 0.61354989564982 0.33597406131529 0.164177324341138 0.0982530161252749
chr21 KRTAP25-1 0.669269098271725 0.662938692996214 0.66277939981198 0.662301272501665 0.661503578933238 0.658944364249872 0.65492691052113 0.646848610461782
chr21 KRTAP26-1 1 0.822496177195046 0.826243285087057 0.837173929416966 0.855732051955164 0.946330612830504 1 0.818814841296749
chr21 KRTAP27-1 0.39368670671287 0.5161998897939 0.513060698273356 0.503423637807145 0.486642773773995 0.428881839866447 0.347094094162642 0.267246446412722
chr21 KRTAP13-2 0.0891299441828965 0.57030185176068 0.538184852334809 0.447853967741182 0.323641885664967 0.135737711162481 0.0736411622853047 0.0518385363259621
chr21 KRTAP13-1 0.695470325106021 0.554295671689472 0.555772890951655 0.558653796724449 0.560096731358405 0.55516586964171 0.545857872735621 0.53607745157969
chr21 KRTAP13-4 0.426669199336076 0.763873572324466 0.757960485236907 0.738710304718163 0.700986840447769 0.544611629434813 0.369442814630985 0.271616666832077
chr21 KRTAP15-1 0.641242982873289 0.73429513681794 0.733307228500161 0.729713711069079 0.721733431179903 0.681189040900241 0.589061939840121 0.455457546217466
chr21 KRTAP19-5 0.529434747619785 0.386863681501384 0.390508530170563 0.400675905166935 0.414990577849259 0.444914199910043 0.477972709381474 0.527052743822351
chr21 KRTAP19-7 0.539652604190945 0.567504803573894 0.566340348241802 0.562466330230101 0.554733897597328 0.520473455308585 0.456151166160707 0.375429504331783
chr21 KRTAP6-3 0.739938348296437 0.557897565288416 0.561751119360567 0.572376007869797 0.587179737424535 0.617511200791699 0.63559787228691 0.624748107543565
chr21 KRTAP21-2 1 0.82312840061895 0.825454987756707 0.832335484684134 0.843914055101491 0.892491396445069 1 0.83609331295805
chr21 KRTAP11-1 0.466923531119809 0.543957424895727 0.54206508958255 0.536067038124741 0.524999532724976 0.482000835390153 0.410318287644831 0.327813451551644
chr21 KRTAP19-8 0.0979596908598791 0.0875034294696805 0.0863077640523447 0.0829287456121498 0.0779863934619995 0.0674092583140934 0.0615100585928912 0.0642032484582913
chr21 TIAM1 0.310274123637991 0.220648864969831 0.217865970779925 0.210392628203997 0.199602466571733 0.18051760282438 0.183295125654778 0.200284470113001
chr21 SCAF4 0.735266346574897 0.543322916312775 0.548936989101693 0.56435213319451 0.58527579718175 0.62890902909714 0.676166441686047 0.689980131582485
chr21 HUNK 0.0392153084774615 0.020579765146496 0.0203834732542309 0.0206794604713524 0.0240597317620389 0.0446562391463705 0.0736950710693329 0.113387434964755
chr21 MRAP 0.339310519075186 0.208336724287147 0.20828544326685 0.208294626920669 0.208449812803776 0.208441981715382 0.216281879775199 0.242604117405167
chr21 URB1 0.0731785614498617 0.292901759265573 0.313404399448914 0.216743253715409 0.126221990749071 0.0598709046737976 0.047028930138961 0.0425323904051766
chr21 EVA1C 0.610817079349174 0.706785976236487 0.707350615072394 0.707116915671457 0.699543813815423 0.62652329330979 0.498995504674594 0.402974010436433
chr21 C21orf59-TCP10L 0.780198702123848 0.589648579754914 0.593585295891981 0.604101501553383 0.617296937002313 0.636528228094556 0.645655780663324 0.615361812339357
chr21 TCP10L 0.399426247849194 0.407546011291572 0.405756902483972 0.399645170050197 0.387247595167212 0.341823349508308 0.296031779451921 0.270752201578334
chr21 C21orf59 0.490161332641546 0.368372637669977 0.368768098595702 0.369739784541218 0.370842969115994 0.372625493331103 0.374578454692526 0.377912224815274
chr21 SYNJ1 0.841581462305396 0.63266993248008 0.64161636800112 0.663618995389118 0.684417135606461 0.709108536824676 0.700570701598365 0.644898014643898
chr21 PAXBP1 0.556979246061245 0.371128481837892 0.376735866710905 0.392954315665341 0.416210753433105 0.45973265439542 0.514257338379452 0.599492017541775
chr21 OLIG2 0.138791857978194 0.0854396662483166 0.0861756271633797 0.0885862788438424 0.0932420737400083 0.112027130578402 0.146759387418344 0.22479395957328
chr21 IFNAR2 0.326762237539548 0.203733808259108 0.204649185829478 0.207458456789151 0.212009622200025 0.222398414981113 0.237678722274703 0.281971582288981
chr21 IFNAR1 0.0628788215091602 0.124688396655481 0.119341989996646 0.104896269694005 0.0856979710261205 0.0535404258370903 0.0399854905035242 0.0366089636568049
chr21 IFNGR2 0.0998408361025365 0.0606831286381462 0.0621006207272519 0.0668130714798393 0.0760123874736353 0.1113255025864 0.169639188964151 0.277256436102559
chr21 GART 0.0667343185951903 0.0990655682651848 0.0949571669767672 0.0843442736956102 0.0713109332165077 0.051718763398695 0.0440395757253492 0.0424694460791543
chr21 SON 0.166602931320376 0.229257571497263 0.213980448924147 0.175379788464579 0.134042105447456 0.096021200709332 0.0910837292523611 0.093817966326327
chr21 DONSON 0.213474560435042 0.594810553456395 0.580841802028538 0.538714966522558 0.468629204852056 0.283513818754977 0.168924322120596 0.124317888051912
chr21 ITSN1 0.0981368780605697 0.0550744493248086 0.0564812737996263 0.0616212645771069 0.0729672342501581 0.117736707316202 0.184018440119042 0.291840710011888
chr21 ATP5O 0.0564634779481213 0.205292398664301 0.197812319239678 0.177348519050965 0.149008339180241 0.0924601557964651 0.0567234400320909 0.0376096910165066
chr21 SLC5A3 0.00659017586256738 0.00402108963968141 0.00412899384454718 0.00452369484848682 0.0054724489060645 0.0121716280288513 0.0369264881138464 0.131752103795646
chr21 RCAN1 0.0210447086136132 0.0117163394880019 0.0114896097772279 0.0110349744589466 0.0111082785202468 0.0180613515470035 0.0366657866589508 0.0722732339648012
chr21 CLIC6 0.156171319775388 0.0882390753858958 0.093529821906885 0.112321307726178 0.147586930877764 0.243560983377338 0.359230400425458 0.504474439734983
chr21 RUNX1 0.388624153354889 0.430329274777751 0.428217745792346 0.421364369831506 0.408040602126998 0.354604908562654 0.289427790979391 0.250746818039763
chr21 SETD4 0.700425784150532 0.893127238436328 0.89229515455824 0.888762721614499 0.880162778172249 0.835426307003934 0.703726382774248 0.499444931380229
chr21 CBR1 0.592713701458851 0.39189937131666 0.396471216580547 0.409842618010728 0.429193459521939 0.45916247121404 0.484944727084333 0.52713550442126
chr21 CBR3 0.681811327676743 0.486241352332106 0.491835033836014 0.508344764516811 0.534295104276989 0.601067422208481 0.703264298047114 0.933730570086875
chr21 DOPEY2 0.17593216771475 0.599693541620751 0.562302291446642 0.450040516329728 0.296953070880656 0.141286268070088 0.108078804575777 0.0971420406073237
chr21 MORC3 0.896877719246836 1 1 1 1 1 1 0.731427705948169
chr21 CHAF1B 0.200574529301428 0.376242703413712 0.3686545197126 0.346258012764306 0.310313400619 0.21608135923797 0.147481748820665 0.118565435892748
chr21 CLDN14 1 0.849374981274738 0.853055671813165 0.863451674172678 0.880056760145888 0.963521163308641 1 0.925058302548057
chr21 SIM2 1 0.978894923306919 0.980613188736581 0.986137734488033 0.999242605634354 1 1 0.861202829039571
chr21 HLCS 0.161786416981465 0.0920695085634009 0.0954771263414866 0.107415006145661 0.13057091933928 0.199137894710911 0.283655970056019 0.392255158176136
chr21 RIPPLY3 0.673734633440644 0.468931659562109 0.474692530297503 0.491134784114005 0.514403634458558 0.557629705333325 0.606617569296466 0.654440416746477
chr21 PIGP 1 0.991626660256318 0.991744193209561 0.992846169807152 0.997472592488035 1 1 0.874593428825882
chr21 TTC3 0.330238223926286 0.396018885288387 0.389042079735187 0.367742266651373 0.330916601614667 0.243349368041085 0.203882083385738 0.194316234202359
chr21 KCNJ15 0.639727439384195 0.909520793609727 0.90732043978627 0.90048146306969 0.888580487755402 0.840494311557571 0.679904003716665 0.448524758994229
chr21 ERG 0.221665894784705 0.139715471633801 0.142230549737576 0.150109888021009 0.16416143939756 0.212940149460547 0.295292659077359 0.48566520943956
chr21 ETS2 0.155580519222017 0.0924230447082807 0.094292784276553 0.100505988374656 0.112496741112592 0.155045560079081 0.218543926449193 0.327658074514422
chr21 PSMG1 0.176997472894061 0.117289364281433 0.119419399823858 0.126094801700682 0.13816464972002 0.184405664124846 0.279827877891616 0.596026920565371
chr21 BRWD1 0.713097937474753 0.49885468261107 0.510705865240134 0.541962687114206 0.578132941875453 0.648752399639576 0.724941845104054 0.757302222234074
chr21 HMGN1 0.843286313488608 0.660222022547237 0.665219450882901 0.679145487485095 0.698936722902653 0.750189207936674 0.862512527863938 0.853288746440619
chr21 WRB 1 0.85788836134151 0.862007686562503 0.874169479724626 0.894514661013426 1 1 0.821576355150475
chr21 LCA5L 1 0.769480358133421 0.777036576143538 0.796940663961601 0.826862850237367 1 1 0.877480702594964
chr21 SH3BGR 1 0.999102787705715 0.999957938638415 1 1 1 1 0.947930663434586
chr21 B3GALT5 0.0116244314756246 0.00637630921428848 0.00664858108731303 0.00765014946253651 0.0101017395922839 0.0275900937957874 0.086979672434819 0.312525073915156
chr21 IGSF5 0.918875527480265 0.890821804810149 0.89462565852236 0.904391611079742 0.918741151358047 1 1 0.747195965674206
chr21 DSCAM 0.695788113748653 0.471914301636148 0.482719403921129 0.511499437148726 0.541461726411579 0.582261397410001 0.628532238934596 0.651753810581142
chr21 BACE2 0.848651307693456 0.940175922504664 0.941185327614558 0.944675527220473 0.953745350232629 1 1 0.664790906122787
chr21 PLAC4 0.831838394192758 0.872854339332879 0.874266191882922 0.878541181844678 0.886733402424059 0.930140368728014 0.915458734804472 0.666435071087153
chr21 FAM3B 0.324894827247484 0.198622988164618 0.203822458759068 0.220276398979947 0.249483779203372 0.340823355490618 0.484580272374207 0.882180478687599
chr21 MX2 0.787214317087441 0.643476013006434 0.648973398284668 0.662919157690412 0.677152962272619 0.679737320735481 0.64131308720537 0.570673614951431
chr21 MX1 0.403696047099963 0.38123120830822 0.378569405362924 0.369465368651863 0.351182850585564 0.297911743476319 0.266495294576662 0.25805488180006
chr21 TMPRSS2 0.362655688662756 0.226410538339542 0.231849366003914 0.24823340820175 0.274199812496791 0.341799255032518 0.429773769621494 0.55100788881474
chr21 RIPK4 1 0.986990333495244 0.992821014864787 1 1 1 1 0.942116312988789
chr21 PRDM15 0.38791948552114 0.975758322351841 0.969370149289034 0.955723699547733 0.926500623939245 0.604062496520887 0.343471982077783 0.249201738760443
chr21 C2CD2 0.504084728655011 0.550374201717661 0.549086476983471 0.543454979007133 0.527993160080927 0.454715169405517 0.37857399286651 0.334161022131593
chr21 ZBTB21 0.491670167938473 0.518942324121982 0.514676660699669 0.497365753338483 0.459783616236509 0.373475530890882 0.333017261641558 0.315738614400354
chr21 UMODL1 1 0.936998393448688 0.936780595161488 0.958923757481218 0.974899125754951 1 1 0.919957239833908
chr21 ABCG1 0.101587001691437 0.15587196632773 0.147917725433209 0.126882806928427 0.100689926869567 0.0655328271386208 0.0559245184650596 0.0568279273168675
chr21 TFF2 0.131392293956152 0.320893943370702 0.311211128688698 0.283283473343331 0.240934881838354 0.148207220500732 0.0959291649012185 0.0761887478696
chr21 TFF1 1 0.93738786536941 0.940075256600411 0.94827075632829 0.963638487821311 1 1 0.968150228780512
chr21 TMPRSS3 0.561996599874785 0.926718494853285 0.92390068730102 0.914839614611246 0.89738137809947 0.771407392324191 0.524161134784612 0.374693878161319
chr21 UBASH3A 0.402336392802418 0.771023221247882 0.761514240388884 0.72814714345273 0.656169525629805 0.423760268269861 0.295928809879379 0.243911941182536
chr21 RSPH1 0.631411992380966 0.739151628045897 0.739134052931444 0.737660071020116 0.730661778248009 0.674892767400983 0.547400357664202 0.422841889568143
chr21 SLC37A1 0.91555357689902 0.898749727924727 0.903412234770434 0.917860697194397 0.950442890781374 1 1 0.75674045626439
chr21 WDR4 0.363095944571548 0.512807740809299 0.50640512843555 0.486040214070011 0.448015004425331 0.331026282501414 0.2526761592796 0.220520484635685
chr21 NDUFV3 1 1 1 1 1 1 1 0.799150737003008
chr21 RRP1B 0.312350739069339 0.203024065953528 0.20203199202367 0.19939406192217 0.195662100609246 0.186462940854701 0.187786714503576 0.210630036236222
chr21 PDXK 0.613479412027431 0.418008884620227 0.424762689461056 0.444607542671167 0.474876683397085 0.546573081458322 0.656856592001297 0.885700539622312
chr21 RRP1 0.908083277294687 0.729173207088917 0.7352387202018 0.751494110940603 0.772740324733041 0.83174368934586 0.968974359627835 0.754609233327004
chr21 AGPAT3 0.554498849461878 0.760760954591479 0.758959112135975 0.752388662448586 0.73738318695416 0.654825404177459 0.498298356982383 0.368085055717302
chr21 TRAPPC10 0.668121136741473 0.831209325436514 0.831253577829103 0.830091697538994 0.824751017160096 0.783777617220772 0.632118990565691 0.454624490111621
chr21 DNMT3L 0.319146516871019 0.198544549319517 0.200986848690217 0.208485623244372 0.220874805849639 0.25406701270251 0.298575920480554 0.372000076117621
chr21 AIRE 0.0998246160330667 0.0531296430851177 0.0563755549232489 0.0685877491879239 0.0972982361482434 0.213201267864389 0.400775827618566 0.880758598689607
chr21 PFKL 0.32494938578985 0.195701043194798 0.202258967561582 0.223076985815052 0.259071526327222 0.360388206978876 0.516792175623282 0.978149515510435
chr21 C21orf2 0.737973187034507 0.561939899623827 0.568682550448466 0.584132552524633 0.593344741890707 0.575540165625534 0.549112189777776 0.523453510173068
chr21 TRPM2 0.913603027672598 0.780028439618791 0.796216327003725 0.836821725669233 0.869735812606537 1 1 0.721749263883247
chr21 LRRC3 0.403163320430582 0.257324191148558 0.259274889980742 0.264452683631862 0.269682768891424 0.273300766414481 0.287101725183742 0.315018798130398
chr21 TSPEAR 0.0193819916734244 0.010393604642659 0.0109817855823823 0.0136433943917798 0.0215680923488388 0.063924483289856 0.133454844898438 0.240351729528541
chr21 KRTAP10-3 0.672509274753079 0.881543651096212 0.881737484571512 0.88047093887466 0.876437722085067 0.7804161143267 0.572329768917595 0.459004460290959
chr21 KRTAP10-10 0.307353144301924 0.210798797511889 0.215662756046309 0.229786495628953 0.251725859697926 0.311015623239017 0.378896600704244 0.457493973162104
chr21 KRTAP10-11 0.766837247611755 0.76984352283816 0.774004857815779 0.781192574352435 0.784083313505992 0.744632823315177 0.64129434309336 0.564230159169959
chr21 KRTAP10-12 0.390660196603017 0.243958611513594 0.24695686860837 0.255659681535202 0.267621646059789 0.290118082903672 0.322053512927781 0.368524217730111
chr21 UBE2G2 0.346633811622651 0.465301196251361 0.461758781838899 0.450471389832563 0.429415162164574 0.353169811402285 0.269804309818697 0.221787299964638
chr21 SUMO3 0.491647580509975 0.593126970231121 0.591262349650568 0.584832619244051 0.571258960931575 0.509639303289207 0.415802935480451 0.335833407541068
chr21 PTTG1IP 0.711662446886861 0.60744100838109 0.610105242095219 0.617041629297257 0.624558368428681 0.618381908428997 0.574910166410209 0.504980082839045
chr21 ITGB2 0.0822349594649346 0.110829951582665 0.101829137391714 0.0801895161622927 0.0590024662682636 0.0434728353272755 0.0437185426086008 0.0480789462659139
chr21 FAM207A 0.720646550440717 0.528957681644021 0.533474799692932 0.546172314903033 0.564310997248465 0.603084634149053 0.639458927603255 0.649752833311044
chr21 ADARB1 0.746888066982384 0.543097128990361 0.54956883474977 0.567852978899294 0.593791113240474 0.651763253034064 0.743660769276656 0.816262964694263
chr21 POFUT2 0.00143831064516187 0.0123397349408874 0.00873472197425577 0.00339706517738268 0.00119050583237151 0.000645346819013494 0.000689483394571983 0.000740807256751711
chr21 COL18A1 0.793374687661009 0.998469220551484 0.999680997529971 1 1 1 1 0.59761208770051
chr21 SLC19A1 0.0477335133130896 0.0245098056642838 0.0259855475694325 0.0317029346602733 0.046798869582917 0.134316032902976 0.313747868412963 0.953058151074295
chr21 PCBP3 0.00918397208065935 0.0240349572650282 0.0222918693838065 0.0179193861269517 0.0129032453498776 0.00669369606818026 0.00506383683645174 0.00488071680850402
chr21 COL6A1 0.0769917873785529 0.64189175485747 0.612428151256875 0.391217305462691 0.209051513753676 0.0771785631888158 0.0542690775368775 0.0446668409163687
chr21 COL6A2 0.903751588489373 0.993460558355687 0.995672120303152 0.996232281501524 1 1 1 0.705876683675466
chr21 FTCD 0.702369137447126 0.646412483369625 0.649934366677795 0.657075097827478 0.657867626743525 0.61631795214427 0.546901970151749 0.487658577811992
chr21 FTCD-AS1 0.324166662041897 0.298993747818769 0.29801740199161 0.294931046328793 0.289288937342832 0.268710060569156 0.24092613627025 0.222858287427191
chr21 SPATC1L 1 0.972912959430707 0.977715505930403 0.990497032362882 1 1 1 1
chr21 LSS 0.828828967438861 0.663196394726006 0.669430292174288 0.68576183002641 0.70366640136786 0.719096374296323 0.700756190583565 0.613203088317703
chr21 MCM3AP 0.534859014799751 0.835733861684632 0.831853289061448 0.816960094665074 0.782319551587846 0.609337374467116 0.429402070366291 0.337911619983559
chr21 C21orf58 0.894455200991715 0.8778006836344 0.88336879718398 0.897918631268691 0.920383979583927 1 1 0.715680371738204
chr21 PCNT 0.997879073586993 1 1 1 1 1 1 1
chr21 DIP2A 0.268156483625733 0.280109957990761 0.273870095692736 0.255963323138616 0.228651475606825 0.174773258760602 0.15576306088447 0.157170269245215
chr21 PRMT2 0.762230182730182 0.989657923976811 0.989427583124573 0.989040974058009 0.990723038413282 1 1 0.555254612520459
