Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	MAC_case	MAC_control	Number_rare	Number_ultra_rare
ENSG00000155307	damaging_missense;pLoF;synonymous	1e-04	0.230145249948235	0.135639018945476	0.281147329973019	0.0090532949021032	0.0060669592324568	657	58	599	18	124
ENSG00000155307	damaging_missense;pLoF;synonymous	0.001	0.4775876185352	0.306332939735565	0.604261242208945	0.0050379392871374	0.00492492733542659	1009	82	927	20	124
ENSG00000155307	damaging_missense;pLoF;synonymous	0.01	0.153602000599804	0.0980651668553212	0.220883266877226	0.00497228782908538	0.00300566222435338	2910	235	2675	21	124
ENSG00000155307	Cauchy	NA	1	0.475438259700383	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000180530	damaging_missense	1e-04	0.318786789468099	0.664308308476009	0.235200440261014	-0.0146061112817074	0.0336567559820308	28	1	27	1	6
ENSG00000180530	damaging_missense	0.001	0.318786789468099	0.664308308476009	0.235200440261014	-0.0146061112817074	0.0336567559820308	28	1	27	1	6
ENSG00000180530	damaging_missense	0.01	0.318786789468099	0.664308308476009	0.235200440261014	-0.0146061112817074	0.0336567559820308	28	1	27	1	6
ENSG00000180530	pLoF	1e-04	0.873008950425141	0.912957080263988	0.75300323583606	0.00166843945031883	0.0152634562150047	112	8	104	3	38
ENSG00000180530	pLoF	0.001	0.505602609173497	0.406883544437924	0.355032217833163	-0.00935531425812021	0.0112797477605465	196	11	185	4	38
ENSG00000180530	pLoF	0.01	0.505602609173497	0.406883544437924	0.355032217833163	-0.00935531425812021	0.0112797477605465	196	11	185	4	38
ENSG00000180530	synonymous	1e-04	0.773768302416845	0.549063352630727	0.702510820810367	0.00258593687098857	0.00431590640309316	1324	102	1222	33	184
ENSG00000180530	synonymous	0.001	0.242649884426274	0.153286229903139	0.190292917539899	0.0045418500159086	0.00318052368269274	2566	208	2358	40	184
ENSG00000180530	synonymous	0.01	0.403791658627652	0.595786014094691	0.245080180336372	0.00132240518327163	0.00249289283261476	4189	318	3871	41	184
ENSG00000180530	damaging_missense;pLoF;synonymous	1e-04	0.737673900030155	0.57420188702663	0.511791607753537	0.00231862310851371	0.00412658926341341	1462	111	1351	37	228
ENSG00000180530	damaging_missense;pLoF;synonymous	0.001	0.268458595100968	0.256323507357535	0.155106296762232	0.00346638296648155	0.00305374918445904	2788	220	2568	45	228
ENSG00000180530	damaging_missense;pLoF;synonymous	0.01	0.37132594863837	0.747938276190524	0.2230617090958	0.000780651539686555	0.00242921873499318	4411	330	4081	46	228
ENSG00000180530	Cauchy	NA	0.497277994826825	0.589875540683484	0.311915850988561	NA	NA	NA	NA	NA	NA	NA
ENSG00000155313	damaging_missense	1e-04	0.819292061303412	0.696652648735762	0.936489502895997	0.00462876625649016	0.0118734113909397	175	14	161	1	52
ENSG00000155313	damaging_missense	0.001	0.819292061303412	0.696652648735762	0.936489502895997	0.00462876625649016	0.0118734113909397	175	14	161	1	52
ENSG00000155313	damaging_missense	0.01	0.819292061303412	0.696652648735762	0.936489502895997	0.00462876625649016	0.0118734113909397	175	14	161	1	52
ENSG00000155313	pLoF	1e-04	9.91498653786227e-05	0.000496406183413289	9.68045818996455e-05	0.0481008842603517	0.0138114242942474	108	18	90	1	53
ENSG00000155313	pLoF	0.001	9.91498653786227e-05	0.000496406183413289	9.68045818996455e-05	0.0481008842603517	0.0138114242942474	108	18	90	1	53
ENSG00000155313	pLoF	0.01	9.91498653786227e-05	0.000496406183413289	9.68045818996455e-05	0.0481008842603517	0.0138114242942474	108	18	90	1	53
ENSG00000155313	synonymous	1e-04	0.0159655315802518	0.00929693661004805	0.181128131211162	0.0118988154899367	0.0045748177673791	1182	109	1073	29	158
ENSG00000155313	synonymous	0.001	0.0321372837893213	0.0180276148108496	0.0922198534200238	0.00700786224919807	0.00296309207259343	2826	237	2589	38	158
ENSG00000155313	synonymous	0.01	0.164219181265125	0.0965699919687363	0.438125318544754	0.00374061718845304	0.00225105861130607	5171	406	4765	39	158
ENSG00000155313	damaging_missense;pLoF;synonymous	1e-04	0.00071768308625797	0.000475010381861818	0.0623043407155182	0.0143176876364068	0.00409724574917853	1463	141	1322	31	263
ENSG00000155313	damaging_missense;pLoF;synonymous	0.001	0.00407006929648723	0.00221160367367257	0.0377040094340308	0.00864224840318713	0.00282404353672599	3107	269	2838	40	263
ENSG00000155313	damaging_missense;pLoF;synonymous	0.01	0.0424084696243714	0.0249873257030122	0.293513577372633	0.0049079187148931	0.00218947258724483	5452	438	5014	41	263
ENSG00000155313	Cauchy	NA	0.000374952092886849	0.00136254091152943	0.000387042228946477	NA	NA	NA	NA	NA	NA	NA
ENSG00000154639	damaging_missense	1e-04	0.853200211812054	0.853200211812054	0.853200211812054	0.00589036167250989	0.0318334693440144	23	2	21	0	12
ENSG00000154639	damaging_missense	0.001	0.853200211812054	0.853200211812054	0.853200211812054	0.00589036167250989	0.0318334693440144	23	2	21	0	12
ENSG00000154639	damaging_missense	0.01	0.853200211812054	0.853200211812054	0.853200211812054	0.00589036167250989	0.0318334693440144	23	2	21	0	12
ENSG00000154639	pLoF	1e-04	0.803632903787286	0.803632903787286	0.803632903787286	0.00813477108437291	0.0327159833072637	19	2	17	0	10
ENSG00000154639	pLoF	0.001	0.803632903787286	0.803632903787286	0.803632903787286	0.00813477108437291	0.0327159833072637	19	2	17	0	10
ENSG00000154639	pLoF	0.01	0.803632903787286	0.803632903787286	0.803632903787286	0.00813477108437291	0.0327159833072637	19	2	17	0	10
ENSG00000154639	synonymous	1e-04	0.50008907325513	0.426493476087637	0.320958058174113	-0.00809457234989044	0.0101792098436851	236	14	222	7	42
ENSG00000154639	synonymous	0.001	0.666015936456002	0.459246311012473	0.671050576895019	0.00371159614454691	0.0050150708558596	978	77	901	12	42
ENSG00000154639	synonymous	0.01	0.401890561377748	0.924270823946863	0.263408883560957	0.000201990979619895	0.00212498165793801	5462	400	5062	15	42
ENSG00000154639	damaging_missense;pLoF;synonymous	1e-04	0.612669036910618	0.547032264172091	0.414674680530913	-0.00560324136058326	0.00930441550474527	278	18	260	7	64
ENSG00000154639	damaging_missense;pLoF;synonymous	0.001	0.632427312012731	0.430297462540605	0.706593140040597	0.00386378021415391	0.00489902980450292	1020	81	939	12	64
ENSG00000154639	damaging_missense;pLoF;synonymous	0.01	0.40798660399949	0.901890574163691	0.267613106918602	0.000264023236710654	0.00214176907864884	5504	404	5100	15	64
ENSG00000154639	Cauchy	NA	0.736708021224854	0.805173714383769	0.703167278320617	NA	NA	NA	NA	NA	NA	NA
ENSG00000154640	damaging_missense	1e-04	0.510645970104912	0.510645970104912	0.510645970104912	0.0380034468694224	0.0577707319379058	7	1	6	0	6
ENSG00000154640	damaging_missense	0.001	0.510645970104912	0.510645970104912	0.510645970104912	0.0380034468694224	0.0577707319379058	7	1	6	0	6
ENSG00000154640	damaging_missense	0.01	0.510645970104912	0.510645970104912	0.510645970104912	0.0380034468694224	0.0577707319379058	7	1	6	0	6
ENSG00000154640	pLoF	1e-04	0.338109934258716	0.338109934258716	0.338109934258716	-0.0439592796828924	0.0458909946079673	12	0	12	0	6
ENSG00000154640	pLoF	0.001	0.338109934258716	0.338109934258716	0.338109934258716	-0.0439592796828924	0.0458909946079673	12	0	12	0	6
ENSG00000154640	pLoF	0.01	0.338109934258716	0.338109934258716	0.338109934258716	-0.0439592796828924	0.0458909946079673	12	0	12	0	6
ENSG00000154640	synonymous	1e-04	0.274786109454741	0.870606943571726	0.166533063991178	-0.00136064622130494	0.00835328361838717	347	24	323	7	41
ENSG00000154640	synonymous	0.001	0.548828991100949	0.983279973837745	0.364858104280144	9.94418725778132e-05	0.00474504803933095	505	36	469	8	41
ENSG00000154640	synonymous	0.01	0.548828991100949	0.983279973837745	0.364858104280144	9.94418725778132e-05	0.00474504803933095	505	36	469	8	41
ENSG00000154640	damaging_missense;pLoF;synonymous	1e-04	0.388362774444448	0.813404514861364	0.242441441381422	-0.00193642369614171	0.0082039238310297	366	25	341	7	53
ENSG00000154640	damaging_missense;pLoF;synonymous	0.001	0.6472457676521	0.957806154946666	0.450530728950533	-0.000357678818161404	0.00676054346953196	524	37	487	8	53
ENSG00000154640	damaging_missense;pLoF;synonymous	0.01	0.6472457676521	0.957806154946666	0.450530728950533	-0.000357678818161404	0.00676054346953196	524	37	487	8	53
ENSG00000154640	Cauchy	NA	0.460764726406266	0.93197763673115	0.361627464054809	NA	NA	NA	NA	NA	NA	NA
ENSG00000154642	damaging_missense	1e-04	1	0.944279172256343	1	0.00155271273282538	0.0222157073483012	55	4	51	1	4
ENSG00000154642	damaging_missense	0.001	1	0.944279172256343	1	0.00155271273282538	0.0222157073483012	55	4	51	1	4
ENSG00000154642	damaging_missense	0.01	1	0.944279172256343	1	0.00155271273282538	0.0222157073483012	55	4	51	1	4
ENSG00000154642	pLoF	1e-04	0.881490707544157	0.758371796765592	0.957897172126429	-0.0046297958542373	0.0150503924479511	114	7	107	3	26
ENSG00000154642	pLoF	0.001	0.881490707544157	0.758371796765592	0.957897172126429	-0.0046297958542373	0.0150503924479511	114	7	107	3	26
ENSG00000154642	pLoF	0.01	0.881490707544157	0.758371796765592	0.957897172126429	-0.0046297958542373	0.0150503924479511	114	7	107	3	26
ENSG00000154642	synonymous	1e-04	0.0925360307734423	0.0575851672779626	0.329668335360142	-0.0206398315752377	0.0108696903061095	211	8	203	5	33
ENSG00000154642	synonymous	0.001	0.720792551144228	0.762860944166146	0.552433979609964	-0.00148472850453141	0.00492078405754644	1007	73	934	7	33
ENSG00000154642	synonymous	0.01	0.871299145274667	0.8847567250984	0.737427335223357	0.000488394534882544	0.003369587765409	2282	168	2114	8	33
ENSG00000154642	damaging_missense;pLoF;synonymous	1e-04	0.201963984429799	0.122390318939284	0.599440254389147	-0.0126186854992513	0.00816839679748548	379	19	360	9	63
ENSG00000154642	damaging_missense;pLoF;synonymous	0.001	0.81159260954891	0.729992043630874	0.647679982020542	-0.0015832545911925	0.00458733386996222	1175	84	1091	11	63
ENSG00000154642	damaging_missense;pLoF;synonymous	0.01	1	0.926402615275343	0.78601113300783	0.000303960582312876	0.00329061968608709	2450	179	2271	12	63
ENSG00000154642	Cauchy	NA	1	0.83500973791565	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000154645	damaging_missense	1e-04	0.773189971996787	0.692711129602525	0.616341353610038	-0.00554701826874192	0.0140367396426522	112	8	104	2	9
ENSG00000154645	damaging_missense	0.001	0.450932614311782	0.502617215622997	0.304659920840373	0.0064712710721392	0.00965317556342782	245	22	223	3	9
ENSG00000154645	damaging_missense	0.01	0.450932614311782	0.502617215622997	0.304659920840373	0.0064712710721392	0.00965317556342782	245	22	223	3	9
ENSG00000154645	pLoF	1e-04	0.762510976986397	0.637477963386128	0.837840893464587	-0.0101546175180866	0.0215492684237631	50	3	47	1	15
ENSG00000154645	pLoF	0.001	0.762510976986397	0.637477963386128	0.837840893464587	-0.0101546175180866	0.0215492684237631	50	3	47	1	15
ENSG00000154645	pLoF	0.01	0.762510976986397	0.637477963386128	0.837840893464587	-0.0101546175180866	0.0215492684237631	50	3	47	1	15
ENSG00000154645	synonymous	1e-04	0.607058683951422	0.749549865489205	0.412287621935581	0.00387674038046641	0.0121439226955119	177	13	164	5	32
ENSG00000154645	synonymous	0.001	0.638860459613405	0.972116354405428	0.451074668429185	0.000209092081219408	0.00598190709900394	622	45	577	8	32
ENSG00000154645	synonymous	0.01	0.638860459613405	0.972116354405428	0.451074668429185	0.000209092081219408	0.00598190709900394	622	45	577	8	32
ENSG00000154645	damaging_missense;pLoF;synonymous	1e-04	0.824265722971249	0.839535806610488	0.633542394642158	-0.00171469095319168	0.00846814184115028	339	24	315	8	56
ENSG00000154645	damaging_missense;pLoF;synonymous	0.001	0.670522391729495	0.787442775148241	0.468312795157048	0.00138480135715013	0.00513587898986438	917	70	847	12	56
ENSG00000154645	damaging_missense;pLoF;synonymous	0.01	0.670522391729495	0.787442775148241	0.468312795157048	0.00138480135715013	0.00513587898986438	917	70	847	12	56
ENSG00000154645	Cauchy	NA	0.690539885889672	0.879645339652067	0.602366257626858	NA	NA	NA	NA	NA	NA	NA
ENSG00000154646	damaging_missense	1e-04	0.449000939577661	0.279959005351125	0.975662121714246	0.00826632930666424	0.00765109385902281	412	36	376	12	56
ENSG00000154646	damaging_missense	0.001	0.687965153478074	0.483544704181865	0.99346024056884	0.00402718885435539	0.00574809509941399	749	59	690	13	56
ENSG00000154646	damaging_missense	0.01	0.687965153478074	0.483544704181865	0.99346024056884	0.00402718885435539	0.00574809509941399	749	59	690	13	56
ENSG00000154646	pLoF	1e-04	0.822529218863698	0.756249905095149	0.622482660992895	0.00220497209786751	0.00710343988006683	496	37	459	11	76
ENSG00000154646	pLoF	0.001	1	0.955452390792581	0.79146905512114	-0.000302320818823981	0.00541200133639892	937	66	871	12	76
ENSG00000154646	pLoF	0.01	0.609206633962388	0.448567684111757	0.440323765867817	0.00243601999276554	0.00321457334476648	2577	193	2384	13	76
ENSG00000154646	synonymous	1e-04	0.574539600325982	0.367639459253363	0.888030194186638	0.004496902830726	0.00499154596081166	991	79	912	25	159
ENSG00000154646	synonymous	0.001	0.574539600325982	0.367639459253363	0.888030194186638	0.004496902830726	0.00499154596081166	991	79	912	25	159
ENSG00000154646	synonymous	0.01	0.61421534694841	0.800404203355694	0.454582344084553	-0.000554398644733909	0.00219282423893186	5714	408	5306	27	159
ENSG00000154646	damaging_missense;pLoF;synonymous	1e-04	0.295725646152181	0.173687937113053	0.994368992361934	0.00492306129457792	0.00361870377496644	1894	152	1742	48	291
ENSG00000154646	damaging_missense;pLoF;synonymous	0.001	0.549901565130294	0.356033076065325	0.998548071353909	0.00282187896767352	0.00305745476453277	2672	204	2468	50	291
ENSG00000154646	damaging_missense;pLoF;synonymous	0.01	0.795989085377216	0.661026245338656	0.602543004338092	0.000758136793829909	0.00172894517680788	9035	660	8375	53	291
ENSG00000154646	Cauchy	NA	1	0.646791416675788	0.990290912780238	NA	NA	NA	NA	NA	NA	NA
ENSG00000154654	damaging_missense	1e-04	0.730308940287055	0.566722534499774	0.791486952745181	-0.00958234797320483	0.0167264761788401	87	5	82	2	23
ENSG00000154654	damaging_missense	0.001	0.730308940287055	0.566722534499774	0.791486952745181	-0.00958234797320483	0.0167264761788401	87	5	82	2	23
ENSG00000154654	damaging_missense	0.01	0.730308940287055	0.566722534499774	0.791486952745181	-0.00958234797320483	0.0167264761788401	87	5	82	2	23
ENSG00000154654	pLoF	1e-04	0.64898233728913	0.64898233728913	0.64898233728913	0.0235106567191338	0.0516517479955035	10	1	9	0	10
ENSG00000154654	pLoF	0.001	0.64898233728913	0.64898233728913	0.64898233728913	0.0235106567191338	0.0516517479955035	10	1	9	0	10
ENSG00000154654	pLoF	0.01	0.64898233728913	0.64898233728913	0.64898233728913	0.0235106567191338	0.0516517479955035	10	1	9	0	10
ENSG00000154654	synonymous	1e-04	0.215787232337234	0.125735571167016	0.703078328841916	-0.00787512775750481	0.00514332059605663	926	56	870	23	121
ENSG00000154654	synonymous	0.001	0.414118062047855	0.258603248071306	0.866292936291046	-0.00428786029561236	0.00379557901729939	1699	113	1586	26	121
ENSG00000154654	synonymous	0.01	0.829793471228223	0.646409213421156	0.84666178759117	-0.00131364184542679	0.00286348543032606	3138	220	2918	27	121
ENSG00000154654	damaging_missense;pLoF;synonymous	1e-04	0.195330080822787	0.113708959496113	0.611938204774162	-0.00774793283009409	0.0048983608608046	1023	62	961	25	154
ENSG00000154654	damaging_missense;pLoF;synonymous	0.001	0.37828918985469	0.233597597644288	0.82488135235542	-0.00440403876779097	0.00369732277554539	1796	119	1677	28	154
ENSG00000154654	damaging_missense;pLoF;synonymous	0.01	0.796736551155866	0.601801702859224	0.825030998302057	-0.00147263078777912	0.00282215182696416	3235	226	3009	29	154
ENSG00000154654	Cauchy	NA	0.599104477360892	0.393955681634929	0.773810830652043	NA	NA	NA	NA	NA	NA	NA
ENSG00000154719	damaging_missense	1e-04	0.362965827882197	0.362965827882197	0.362965827882197	-0.0251664769406385	0.0276637294737785	34	1	33	0	9
ENSG00000154719	damaging_missense	0.001	0.362965827882197	0.362965827882197	0.362965827882197	-0.0251664769406385	0.0276637294737785	34	1	33	0	9
ENSG00000154719	damaging_missense	0.01	0.362965827882197	0.362965827882197	0.362965827882197	-0.0251664769406385	0.0276637294737785	34	1	33	0	9
ENSG00000154719	pLoF	1e-04	0.118965701334628	0.0704755816379736	0.381977978247724	-0.019913960805255	0.0110092328788226	204	8	196	6	30
ENSG00000154719	pLoF	0.001	0.118965701334628	0.0704755816379736	0.381977978247724	-0.019913960805255	0.0110092328788226	204	8	196	6	30
ENSG00000154719	pLoF	0.01	0.118965701334628	0.0704755816379736	0.381977978247724	-0.019913960805255	0.0110092328788226	204	8	196	6	30
ENSG00000154719	synonymous	1e-04	0.136202319745891	0.0797828627829142	0.227044428537275	-0.0140169509476953	0.00800078324485184	375	19	356	10	44
ENSG00000154719	synonymous	0.001	0.291317070700592	0.196909924267172	0.64196251854361	-0.00644248404883664	0.00499260453217094	1698	107	1591	15	44
ENSG00000154719	synonymous	0.01	0.291317070700592	0.196909924267172	0.64196251854361	-0.00644248404883664	0.00499260453217094	1698	107	1591	15	44
ENSG00000154719	damaging_missense;pLoF;synonymous	1e-04	0.0146446126969301	0.00871496213152778	0.0980851312074741	-0.0165468250764989	0.00630826804307067	613	28	585	16	83
ENSG00000154719	damaging_missense;pLoF;synonymous	0.001	0.109533519733495	0.0735785297917448	0.485083531427196	-0.00816092171986454	0.00456114803819307	1936	116	1820	21	83
ENSG00000154719	damaging_missense;pLoF;synonymous	0.01	0.109533519733495	0.0735785297917448	0.485083531427196	-0.00816092171986454	0.00456114803819307	1936	116	1820	21	83
ENSG00000154719	Cauchy	NA	0.0926438803451284	0.0568831840003489	0.352859460955508	NA	NA	NA	NA	NA	NA	NA
ENSG00000154721	damaging_missense	1e-04	0.536370058963743	0.536370058963743	0.536370058963743	-0.0433804307965464	0.0701595145070775	6	0	6	0	6
ENSG00000154721	damaging_missense	0.001	0.536370058963743	0.536370058963743	0.536370058963743	-0.0433804307965464	0.0701595145070775	6	0	6	0	6
ENSG00000154721	damaging_missense	0.01	0.536370058963743	0.536370058963743	0.536370058963743	-0.0433804307965464	0.0701595145070775	6	0	6	0	6
ENSG00000154721	pLoF	1e-04	0.387141187867553	0.413181499112125	0.264748221186645	0.0150946063450031	0.0184461248238761	71	7	64	2	5
ENSG00000154721	pLoF	0.001	0.387141187867553	0.413181499112125	0.264748221186645	0.0150946063450031	0.0184461248238761	71	7	64	2	5
ENSG00000154721	pLoF	0.01	0.387141187867553	0.413181499112125	0.264748221186645	0.0150946063450031	0.0184461248238761	71	7	64	2	5
ENSG00000154721	synonymous	1e-04	0.0940458600409694	0.161049664192266	0.0671790685088439	-0.0211511517611565	0.0150912572735769	116	4	112	2	31
ENSG00000154721	synonymous	0.001	0.27054873547073	0.188095346900436	0.301006607876252	-0.0106149681897581	0.00806464818818098	390	21	369	3	31
ENSG00000154721	synonymous	0.01	0.27054873547073	0.188095346900436	0.301006607876252	-0.0106149681897581	0.00806464818818098	390	21	369	3	31
ENSG00000154721	damaging_missense;pLoF;synonymous	1e-04	0.0392133339823785	0.508233198438857	0.0256815132074268	-0.00761686392211176	0.0115129448784063	193	11	182	4	42
ENSG00000154721	damaging_missense;pLoF;synonymous	0.001	0.266304673464944	0.348293965658524	0.175482087133349	-0.00689029578926929	0.0073464863241312	467	28	439	5	42
ENSG00000154721	damaging_missense;pLoF;synonymous	0.01	0.266304673464944	0.348293965658524	0.175482087133349	-0.00689029578926929	0.0073464863241312	467	28	439	5	42
ENSG00000154721	Cauchy	NA	0.207827999681072	0.346372141008511	0.146943163672859	NA	NA	NA	NA	NA	NA	NA
ENSG00000154723	damaging_missense	1e-04	0.790323967483911	0.680141633449186	1	-0.0144222931812541	0.0349826518694136	17	1	16	1	2
ENSG00000154723	damaging_missense	0.001	0.790323967483911	0.680141633449186	1	-0.0144222931812541	0.0349826518694136	17	1	16	1	2
ENSG00000154723	damaging_missense	0.01	0.790323967483911	0.680141633449186	1	-0.0144222931812541	0.0349826518694136	17	1	16	1	2
ENSG00000154723	pLoF	1e-04	0.208131777434851	0.208131777434851	0.208131777434851	-0.0442979327405731	0.0351928635742978	18	0	18	0	11
ENSG00000154723	pLoF	0.001	0.208131777434851	0.208131777434851	0.208131777434851	-0.0442979327405731	0.0351928635742978	18	0	18	0	11
ENSG00000154723	pLoF	0.01	0.208131777434851	0.208131777434851	0.208131777434851	-0.0442979327405731	0.0351928635742978	18	0	18	0	11
ENSG00000154723	synonymous	1e-04	0.856054889529282	0.856054889529282	0.856054889529282	-0.0036651772982632	0.0202051268424719	58	4	54	0	21
