Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	Number_rare	Number_ultra_rare
ENSG00000147364	pLoF	0.001	0.0485888118536546	0.0485888118536546	0.0485888118536546	0.0560264102873728	0.0284083339374272	2	0	1
ENSG00000147364	pLoF	0.01	0.0485888118536546	0.0485888118536546	0.0485888118536546	0.0560264102873728	0.0284083339374272	2	0	1
ENSG00000147364	synonymous	1e-04	0.17791991054225	0.17791991054225	0.17791991054225	0.0193844081467747	0.0143887994278039	8	0	8
ENSG00000147364	synonymous	0.001	0.590967575896051	0.590967575896051	0.590967575896051	-0.00436931219851948	0.00812994491964185	27	0	12
ENSG00000147364	synonymous	0.01	0.164528783953549	0.115416634274634	0.191978471288923	-0.00816401773893051	0.00518578709638318	89	2	12
ENSG00000147364	pLoF;damaging_missense	1e-04	0.650063436078303	0.650063436078303	0.650063436078303	0.0128908243268265	0.0284142853014751	2	0	2
ENSG00000147364	pLoF;damaging_missense	0.001	0.0861807120656206	0.0861807120656206	0.0861807120656206	0.0346120143566371	0.0201713704836001	4	0	3
ENSG00000147364	pLoF;damaging_missense	0.01	0.0861807120656206	0.0861807120656206	0.0861807120656206	0.0346120143566371	0.0201713704836001	4	0	3
ENSG00000147364	damaging_missense;pLoF;synonymous	1e-04	0.159218597369895	0.159218597369895	0.159218597369895	0.0181802436118551	0.0129148155640868	10	0	10
ENSG00000147364	damaging_missense;pLoF;synonymous	0.001	0.907382209818338	0.907382209818338	0.907382209818338	0.000889748131387692	0.00764775384020107	31	0	15
ENSG00000147364	damaging_missense;pLoF;synonymous	0.01	0.292768275753573	0.215412599187926	0.227452887378751	-0.00626726974244715	0.00505906884433433	93	2	15
ENSG00000147364	Cauchy	NA	0.190845337723307	0.181429966624001	0.190241603484968	NA	NA	NA	NA	NA
ENSG00000180190	damaging_missense	0.001	0.840972719284387	0.840972719284387	0.840972719284387	0.00247324406422058	0.0123261964830986	9	0	2
ENSG00000180190	damaging_missense	0.01	0.840972719284387	0.840972719284387	0.840972719284387	0.00247324406422058	0.0123261964830986	9	0	2
ENSG00000180190	pLoF	0.01	0.0159294663778738	0.0159294663778738	0.0159294663778738	-0.01598746864862	0.00663235247917764	41	1	0
ENSG00000180190	synonymous	1e-04	0.645795704308528	0.645795704308528	0.645795704308528	0.00926998497694482	0.0201692121837724	4	0	4
ENSG00000180190	synonymous	0.001	1	0.860970463933923	0.787516764346472	-0.00184801801431932	0.0105517256650237	15	1	4
ENSG00000180190	synonymous	0.01	0.319846148942404	0.222056313071359	0.44239266765589	0.00399575030329393	0.00327231248676094	218	3	4
ENSG00000180190	pLoF;damaging_missense	0.001	0.840972719284387	0.840972719284387	0.840972719284387	0.00247324406422058	0.0123261964830986	9	0	2
ENSG00000180190	pLoF;damaging_missense	0.01	0.0253771012700124	0.0425416789910303	0.0193961166325931	-0.0118427242457501	0.00583908367166635	50	1	2
ENSG00000180190	damaging_missense;pLoF;synonymous	1e-04	0.645795704308528	0.645795704308528	0.645795704308528	0.00926998497694482	0.0201692121837724	4	0	4
ENSG00000180190	damaging_missense;pLoF;synonymous	0.001	1	1	0.823714290337629	-5.90854705057137e-05	Inf	24	1	6
ENSG00000180190	damaging_missense;pLoF;synonymous	0.01	0.227722657865919	0.934570647850393	0.144063409217373	0.000216618905187839	0.00263861593885731	268	4	6
ENSG00000180190	Cauchy	NA	0.175224130156612	0.175224130156612	0.114578970570663	NA	NA	NA	NA	NA
ENSG00000104714	pLoF	1e-04	0.161453085194288	0.161453085194288	0.161453085194288	-0.025331340469405	0.0180912150250392	5	0	5
ENSG00000104714	pLoF	0.001	0.312397789256945	0.312397789256945	0.312397789256945	-0.0137248392025197	0.0135862119061917	9	0	7
ENSG00000104714	pLoF	0.01	0.312397789256945	0.312397789256945	0.312397789256945	-0.0137248392025197	0.0135862119061917	9	0	7
ENSG00000104714	synonymous	1e-04	0.188291165246571	0.188291165246571	0.188291165246571	0.0135864013623857	0.0103267508338791	16	0	16
ENSG00000104714	synonymous	0.001	0.679160850898553	0.679160850898553	0.679160850898553	0.00303993080120524	0.00734977844572087	34	0	23
ENSG00000104714	synonymous	0.01	0.657978454311161	0.800837556566855	0.456004816477247	0.000667258602392152	0.00264508794389127	260	7	23
ENSG00000104714	pLoF;damaging_missense	1e-04	0.161453085194288	0.161453085194288	0.161453085194288	-0.025331340469405	0.0180912150250392	5	0	5
ENSG00000104714	pLoF;damaging_missense	0.001	0.312397789256945	0.312397789256945	0.312397789256945	-0.0137248392025197	0.0135862119061917	9	0	7
ENSG00000104714	pLoF;damaging_missense	0.01	0.312397789256945	0.312397789256945	0.312397789256945	-0.0137248392025197	0.0135862119061917	9	0	7
ENSG00000104714	damaging_missense;pLoF;synonymous	1e-04	0.64167289807753	0.64167289807753	0.64167289807753	0.00423665655917484	0.00910401988331079	21	0	21
ENSG00000104714	damaging_missense;pLoF;synonymous	0.001	0.923769120780732	0.923769120780732	0.923769120780732	-0.000636451185112761	0.00665138217603619	43	0	30
ENSG00000104714	damaging_missense;pLoF;synonymous	0.01	0.697897375474825	0.951454442498527	0.493656941986819	0.000157561926468696	0.00258805580739119	269	7	30
ENSG00000104714	Cauchy	NA	0.465631466698734	0.633080080235142	0.429105051815426	NA	NA	NA	NA	NA
ENSG00000198010	damaging_missense	1e-04	0.64099840486415	0.64099840486415	0.64099840486415	0.00771112168074167	0.0165367077621345	6	0	6
ENSG00000198010	damaging_missense	0.001	0.64099840486415	0.64099840486415	0.64099840486415	0.00771112168074167	0.0165367077621345	6	0	6
ENSG00000198010	damaging_missense	0.01	0.64099840486415	0.64099840486415	0.64099840486415	0.00771112168074167	0.0165367077621345	6	0	6
ENSG00000198010	synonymous	1e-04	0.216301247616011	0.216301247616011	0.216301247616011	0.00822303416064046	0.00665066239430128	43	0	43
ENSG00000198010	synonymous	0.001	0.215310204872895	0.143718530072677	0.167696464320923	0.00537064270919154	0.00367328226870017	192	3	76
ENSG00000198010	synonymous	0.01	0.219866576748171	0.48778785265526	0.127488233591749	0.00119402622518097	0.00172091658364619	771	12	76
ENSG00000198010	pLoF;damaging_missense	1e-04	0.64099840486415	0.64099840486415	0.64099840486415	0.00771112168074167	0.0165367077621345	6	0	6
ENSG00000198010	pLoF;damaging_missense	0.001	0.64099840486415	0.64099840486415	0.64099840486415	0.00771112168074167	0.0165367077621345	6	0	6
ENSG00000198010	pLoF;damaging_missense	0.01	0.64099840486415	0.64099840486415	0.64099840486415	0.00771112168074167	0.0165367077621345	6	0	6
ENSG00000198010	damaging_missense;pLoF;synonymous	1e-04	0.186085476864926	0.186085476864926	0.186085476864926	0.00833386084296541	0.00630279557955259	49	0	49
ENSG00000198010	damaging_missense;pLoF;synonymous	0.001	0.190507076864339	0.128891047253059	0.147687693113052	0.00554980609692303	0.00365482022548323	198	3	82
ENSG00000198010	damaging_missense;pLoF;synonymous	0.01	0.204878113935876	0.469742139942931	0.118111150903598	0.00124316839230335	0.00171969937379608	777	12	82
ENSG00000198010	Cauchy	NA	0.37079331039153	0.387393848919431	0.30290941702987	NA	NA	NA	NA	NA
ENSG00000182372	damaging_missense	1e-04	0.835485350234054	0.835485350234054	0.835485350234054	-0.00268308648476114	0.0129198492159736	10	0	10
ENSG00000182372	damaging_missense	0.001	0.226898845308346	0.226898845308346	0.226898845308346	0.0110096073223305	0.00911100249964302	21	0	12
ENSG00000182372	damaging_missense	0.01	0.226898845308346	0.226898845308346	0.226898845308346	0.0110096073223305	0.00911100249964302	21	0	12
ENSG00000182372	pLoF	1e-04	0.208161682411292	0.208161682411292	0.208161682411292	-0.0357756632656703	0.0284241441141368	2	0	2
ENSG00000182372	pLoF	0.001	0.053585502595836	0.053585502595836	0.053585502595836	-0.0389546725491609	0.0201819672753979	4	0	3
ENSG00000182372	pLoF	0.01	0.053585502595836	0.053585502595836	0.053585502595836	-0.0389546725491609	0.0201819672753979	4	0	3
ENSG00000182372	synonymous	1e-04	0.108498815440942	0.108498815440942	0.108498815440942	-0.0218203464774381	0.0135954243139738	9	0	9
ENSG00000182372	synonymous	0.001	0.286342973055005	0.286342973055005	0.286342973055005	-0.0113528972570462	0.0106482147062421	15	0	12
ENSG00000182372	synonymous	0.01	0.664537152808482	0.702872114829244	0.508671265499641	0.00145581189120424	0.00381655795854592	155	2	12
ENSG00000182372	pLoF;damaging_missense	1e-04	0.481325149674877	0.481325149674877	0.481325149674877	-0.00833910625326601	0.0118424141185796	12	0	12
ENSG00000182372	pLoF;damaging_missense	0.001	0.73811711371557	0.73811711371557	0.73811711371557	0.00281422354621541	0.00841705381512224	25	0	15
ENSG00000182372	pLoF;damaging_missense	0.01	0.73811711371557	0.73811711371557	0.73811711371557	0.00281422354621541	0.00841705381512224	25	0	15
ENSG00000182372	damaging_missense;pLoF;synonymous	1e-04	0.113093802695482	0.113093802695482	0.113093802695482	-0.0144402394061959	0.00911378563550435	21	0	21
ENSG00000182372	damaging_missense;pLoF;synonymous	0.001	0.696668351583297	0.696668351583297	0.696668351583297	-0.00267168496345178	0.00685360652848573	40	0	27
ENSG00000182372	damaging_missense;pLoF;synonymous	0.01	0.768401426451131	0.61367041323057	0.662686773436405	0.00176851489394571	0.00350311163303928	180	2	27
ENSG00000182372	Cauchy	NA	0.242376575626045	0.236650252568512	0.231629944048901	NA	NA	NA	NA	NA
ENSG00000283239	damaging_missense	1e-04	0.961392448744339	0.961392448744339	0.961392448744339	0.000696294182142132	0.0143843748996935	8	0	8
ENSG00000283239	damaging_missense	0.001	0.146388132847109	0.146388132847109	0.146388132847109	0.0138571497720963	0.00954080926304979	19	0	10
ENSG00000283239	damaging_missense	0.01	0.146388132847109	0.146388132847109	0.146388132847109	0.0138571497720963	0.00954080926304979	19	0	10
ENSG00000283239	synonymous	1e-04	0.129729597138906	0.129729597138906	0.129729597138906	-0.0250635758910892	0.0165417685791743	6	0	6
ENSG00000283239	synonymous	0.001	0.167389198045691	0.167389198045691	0.167389198045691	-0.0178203289646897	0.0129072812793719	10	0	8
ENSG00000283239	synonymous	0.01	0.129287215858812	0.556164623492725	0.0899909939964965	0.00424265173877275	0.00720867761464688	33	1	8
ENSG00000283239	pLoF;damaging_missense	1e-04	0.961392448744339	0.961392448744339	0.961392448744339	0.000696294182142132	0.0143843748996935	8	0	8
ENSG00000283239	pLoF;damaging_missense	0.001	0.146388132847109	0.146388132847109	0.146388132847109	0.0138571497720963	0.00954080926304979	19	0	10
ENSG00000283239	pLoF;damaging_missense	0.01	0.146388132847109	0.146388132847109	0.146388132847109	0.0138571497720963	0.00954080926304979	19	0	10
ENSG00000283239	damaging_missense;pLoF;synonymous	1e-04	0.339109534779836	0.339109534779836	0.339109534779836	-0.0105166449103753	0.0110015241845901	14	0	14
ENSG00000283239	damaging_missense;pLoF;synonymous	0.001	0.716109251731786	0.716109251731786	0.716109251731786	0.00286316869165014	0.00787312489859567	29	0	18
ENSG00000283239	damaging_missense;pLoF;synonymous	0.01	0.241431786658077	0.16996691496122	0.276766635109673	0.00801281412016947	0.00583892370490956	52	1	18
ENSG00000283239	Cauchy	NA	0.530849066962743	0.578829942334514	0.50690086469829	NA	NA	NA	NA	NA
ENSG00000104728	damaging_missense	1e-04	0.851526126789756	0.851526126789756	0.851526126789756	0.00254157140711909	0.0135788336635974	9	0	9
ENSG00000104728	damaging_missense	0.001	0.851526126789756	0.851526126789756	0.851526126789756	0.00254157140711909	0.0135788336635974	9	0	9
ENSG00000104728	damaging_missense	0.01	0.513383263513577	0.396208438026938	0.478826719387454	0.00491433873188757	0.00579239501804431	56	1	9
ENSG00000104728	pLoF	1e-04	0.233565630911387	0.233565630911387	0.233565630911387	0.0338403846115802	0.0284080764769775	2	0	2
ENSG00000104728	pLoF	0.001	0.830018490355794	0.830018490355794	0.830018490355794	-0.00433044125886762	0.0201718118014312	4	0	3
ENSG00000104728	pLoF	0.01	0.830018490355794	0.830018490355794	0.830018490355794	-0.00433044125886762	0.0201718118014312	4	0	3
ENSG00000104728	synonymous	1e-04	0.966236803445776	0.966236803445776	0.966236803445776	0.000268960643767647	0.0063541222717369	48	0	48
ENSG00000104728	synonymous	0.001	0.163000695760905	0.127582827511267	0.244387955803263	-0.006512097973788	0.00427386203013027	139	1	71
ENSG00000104728	synonymous	0.01	0.696018716120065	0.494005374273535	0.637422036633021	-0.00145129741003156	0.00212192824469752	511	8	71
ENSG00000104728	pLoF;damaging_missense	1e-04	0.498007877976025	0.498007877976025	0.498007877976025	0.00835553548701672	0.0123305724108307	11	0	11
ENSG00000104728	pLoF;damaging_missense	0.001	0.970768626551749	0.970768626551749	0.970768626551749	0.000417343603907858	0.0113890477934059	13	0	12
ENSG00000104728	pLoF;damaging_missense	0.01	0.576921028737295	0.447977363025335	0.521568511371968	0.00423354371440414	0.00557932499869552	60	1	12
ENSG00000104728	damaging_missense;pLoF;synonymous	1e-04	0.73985753640293	0.73985753640293	0.73985753640293	0.00194487904951408	0.00585732823870615	59	0	59
ENSG00000104728	damaging_missense;pLoF;synonymous	0.001	0.179877560149288	0.141031019978539	0.259058357947867	-0.00616669784823302	0.00418943967004077	152	1	83
ENSG00000104728	damaging_missense;pLoF;synonymous	0.01	0.855096587898365	0.70432021273171	0.665664837346271	-0.000762915360101377	0.00201034290059172	571	9	83
ENSG00000104728	Cauchy	NA	0.839140721751323	0.817224494190141	0.835959825363894	NA	NA	NA	NA	NA
ENSG00000176595	damaging_missense	1e-04	0.244421650456229	0.244421650456229	0.244421650456229	0.0192491867164354	0.0165370192088722	6	0	6
ENSG00000176595	damaging_missense	0.001	0.244421650456229	0.244421650456229	0.244421650456229	0.0192491867164354	0.0165370192088722	6	0	6
ENSG00000176595	damaging_missense	0.01	0.244421650456229	0.244421650456229	0.244421650456229	0.0192491867164354	0.0165370192088722	6	0	6
ENSG00000176595	pLoF	1e-04	0.507929721093498	0.507929721093498	0.507929721093498	-0.0265825316480867	0.0401509540644974	1	0	1
ENSG00000176595	pLoF	0.001	0.876464116499384	0.876464116499384	0.876464116499384	0.00361636655279121	0.0232633913193442	3	0	2
ENSG00000176595	pLoF	0.01	0.876464116499384	0.876464116499384	0.876464116499384	0.00361636655279121	0.0232633913193442	3	0	2
ENSG00000176595	synonymous	1e-04	0.272159603200401	0.272159603200401	0.272159603200401	0.00656275707000359	0.00597645054264085	56	0	56
ENSG00000176595	synonymous	0.001	0.27318631827705	0.27318631827705	0.27318631827705	0.00486151646129446	0.00443668486412816	146	0	84
ENSG00000176595	synonymous	0.01	0.483391311704789	0.68871430259573	0.34604406228523	0.00116687165897401	0.0029128065449583	303	3	84
ENSG00000176595	pLoF;damaging_missense	1e-04	0.407776256768949	0.407776256768949	0.407776256768949	0.0127016481218888	0.0153436149668619	7	0	7
ENSG00000176595	pLoF;damaging_missense	0.001	0.298038709701892	0.298038709701892	0.298038709701892	0.0141385695295965	0.013586306453853	9	0	8
ENSG00000176595	pLoF;damaging_missense	0.01	0.298038709701892	0.298038709701892	0.298038709701892	0.0141385695295965	0.013586306453853	9	0	8
ENSG00000176595	damaging_missense;pLoF;synonymous	1e-04	0.189157817948979	0.189157817948979	0.189157817948979	0.00750250990801686	0.00571369670252	63	0	63
ENSG00000176595	damaging_missense;pLoF;synonymous	0.001	0.1838473199679	0.1838473199679	0.1838473199679	0.0058333808063124	0.00438929432638927	154	0	92
ENSG00000176595	damaging_missense;pLoF;synonymous	0.01	0.373059522426651	0.576051708627418	0.257349266516119	0.00162059071001347	0.00289825313757117	311	3	92
ENSG00000176595	Cauchy	NA	0.39412426269905	0.421204298731847	0.375450685859306	NA	NA	NA	NA	NA
ENSG00000036448	damaging_missense	1e-04	0.00631824808259192	0.00631824808259192	0.00631824808259192	0.0282266861683342	0.0103364496742527	16	0	16
ENSG00000036448	damaging_missense	0.001	0.546947642987196	0.546947642987196	0.546947642987196	0.00357777520625739	0.00593979056282916	57	0	29
ENSG00000036448	damaging_missense	0.01	0.429148217941089	0.650050072101348	0.316703956824707	-0.00217972407007011	0.00480440704807865	83	1	29
ENSG00000036448	pLoF	1e-04	0.509101598743802	0.509101598743802	0.509101598743802	0.00726205781274398	0.010999164222908	14	0	14
ENSG00000036448	pLoF	0.001	0.57781829677788	0.57781829677788	0.57781829677788	-0.00452238244216749	0.00812538811459822	27	0	20
ENSG00000036448	pLoF	0.01	0.57781829677788	0.57781829677788	0.57781829677788	-0.00452238244216749	0.00812538811459822	27	0	20
ENSG00000036448	synonymous	1e-04	0.539895558735147	0.539895558735147	0.539895558735147	-0.00371761490403008	0.00606491221272599	54	0	55
ENSG00000036448	synonymous	0.001	0.912528941170028	0.912528941170028	0.912528941170028	-0.000461357386119948	0.00419991431283758	211	0	103
ENSG00000036448	synonymous	0.01	0.590970038092301	0.387851655615135	0.837167727141856	0.00143038294607913	0.00165645616699227	997	17	103
ENSG00000036448	pLoF;damaging_missense	1e-04	0.0144045876059594	0.0144045876059594	0.0144045876059594	0.0189794462947728	0.00775617081320915	30	0	30
ENSG00000036448	pLoF;damaging_missense	0.001	0.857209095347854	0.857209095347854	0.857209095347854	0.000928523449677143	0.00516052790263954	84	0	49
ENSG00000036448	pLoF;damaging_missense	0.01	0.560469105875738	0.481673309253769	0.430628737236846	-0.00307060457937156	0.00436404820303627	110	1	49
ENSG00000036448	damaging_missense;pLoF;synonymous	1e-04	0.328924545293701	0.328924545293701	0.328924545293701	0.00503708519631035	0.00515945515303514	84	0	85
ENSG00000036448	damaging_missense;pLoF;synonymous	0.001	0.996645219181229	0.996645219181229	0.996645219181229	1.76796197813112e-05	0.00420482137671114	295	0	152
ENSG00000036448	damaging_missense;pLoF;synonymous	0.01	0.755846799465938	0.539230785106819	0.785568761130351	0.00101709027340718	0.00165656192838634	1107	18	152
ENSG00000036448	Cauchy	NA	0.850489107121893	0.845612656299496	0.85416863902103	NA	NA	NA	NA	NA
ENSG00000183117	damaging_missense	1e-04	0.679505213134166	0.679505213134166	0.679505213134166	0.00439815860257638	0.0106457268323789	15	0	15
ENSG00000183117	damaging_missense	0.001	0.64925413479249	0.64925413479249	0.64925413479249	0.0042349432029649	0.00931168910226002	20	0	17
ENSG00000183117	damaging_missense	0.01	1	0.792931558896268	0.97410919031323	0.00145994693099392	0.00556158093400351	56	2	17
ENSG00000183117	pLoF	1e-04	0.325153639263674	0.325153639263674	0.325153639263674	0.039456577860014	0.0401013082260232	1	0	1
ENSG00000183117	pLoF	0.001	0.325153639263674	0.325153639263674	0.325153639263674	0.039456577860014	0.0401013082260232	1	0	1
ENSG00000183117	pLoF	0.01	0.325153639263674	0.325153639263674	0.325153639263674	0.039456577860014	0.0401013082260232	1	0	1
ENSG00000183117	synonymous	1e-04	0.090540502705477	0.090540502705477	0.090540502705477	-0.00747770396216406	0.00441800173055944	150	0	154
ENSG00000183117	synonymous	0.001	0.0320363634266884	0.0269976192393646	0.0547404861993636	-0.00928416408479991	0.0041980306681403	410	1	229
ENSG00000183117	synonymous	0.01	0.423565357941866	0.324491568063297	0.256801048948686	-0.00143293948212785	0.00145436254891348	1499	30	229
ENSG00000183117	pLoF;damaging_missense	1e-04	0.518062226147571	0.518062226147571	0.518062226147571	0.00667520337445984	0.0103277714961543	16	0	16
ENSG00000183117	pLoF;damaging_missense	0.001	0.509932625691826	0.509932625691826	0.509932625691826	0.00599964960635045	0.00910496538236041	21	0	18
ENSG00000183117	pLoF;damaging_missense	0.01	0.847480906583064	0.695955679031966	0.923739081424861	0.00215001103220483	0.00550176549120323	57	2	18
ENSG00000183117	damaging_missense;pLoF;synonymous	1e-04	0.159264137260579	0.159264137260579	0.159264137260579	-0.00610503584205566	0.00433734684711251	166	0	170
ENSG00000183117	damaging_missense;pLoF;synonymous	0.001	0.05449886163424	0.0446965761617204	0.0886113360736405	-0.00855210908609023	0.00426008175012872	430	1	247
ENSG00000183117	damaging_missense;pLoF;synonymous	0.01	0.554405445622878	0.360065245803625	0.35843415240194	-0.00130318943220048	0.00142387607189562	1555	32	247
ENSG00000183117	Cauchy	NA	0.480545451400325	0.179252150948405	0.495992937109157	NA	NA	NA	NA	NA
ENSG00000147316	damaging_missense	1e-04	0.0943806234836893	0.0943806234836893	0.0943806234836893	0.0388815005069107	0.0232443488974184	3	0	3
ENSG00000147316	damaging_missense	0.001	0.0415578184851856	0.0415578184851856	0.0415578184851856	0.0368640120714749	0.0180890276179277	5	0	4
ENSG00000147316	damaging_missense	0.01	0.0415578184851856	0.0415578184851856	0.0415578184851856	0.0368640120714749	0.0180890276179277	5	0	4
ENSG00000147316	pLoF	1e-04	0.521619311546397	0.521619311546397	0.521619311546397	-0.00870484950725491	0.0135832599008584	9	0	9
ENSG00000147316	pLoF	0.001	0.989445576391723	0.989445576391723	0.989445576391723	-0.00016315098138775	0.0123333928481858	11	0	10
ENSG00000147316	pLoF	0.01	0.989445576391723	0.989445576391723	0.989445576391723	-0.00016315098138775	0.0123333928481858	11	0	10
ENSG00000147316	synonymous	1e-04	0.432856924898195	0.432856924898195	0.432856924898195	-0.00715819960215891	0.00912672189343256	21	0	21
ENSG00000147316	synonymous	0.001	0.654636725572773	0.753564753042503	0.528087663060501	-0.00170033928537206	0.00541608602734662	66	1	31
ENSG00000147316	synonymous	0.01	1	0.885359261439658	0.975779851763094	-0.000332341718810365	0.00230506607913945	391	7	31
ENSG00000147316	pLoF;damaging_missense	1e-04	0.777909665656253	0.777909665656253	0.777909665656253	0.00333769762391211	0.0118339549175275	12	0	12
ENSG00000147316	pLoF;damaging_missense	0.001	0.258880793789064	0.258880793789064	0.258880793789064	0.011665640896592	0.0103323503341913	16	0	14
ENSG00000147316	pLoF;damaging_missense	0.01	0.258880793789064	0.258880793789064	0.258880793789064	0.011665640896592	0.0103323503341913	16	0	14
ENSG00000147316	damaging_missense;pLoF;synonymous	1e-04	0.649059243450157	0.649059243450157	0.649059243450157	-0.00338946208124805	0.00744822960181099	33	0	33
ENSG00000147316	damaging_missense;pLoF;synonymous	0.001	1	0.825154152332252	1	0.00110828148523012	0.00501664765335605	82	1	45
ENSG00000147316	damaging_missense;pLoF;synonymous	0.01	1	0.934959488673529	0.992423568332834	0.000191515960844805	0.00234681719017135	407	7	45
ENSG00000147316	Cauchy	NA	0.623367277277785	0.909932175385456	0.623367277277785	NA	NA	NA	NA	NA
ENSG00000091879	damaging_missense	1e-04	0.127585261807725	0.127585261807725	0.127585261807725	-0.0312803759014696	0.020529308067065	4	0	4
ENSG00000091879	damaging_missense	0.001	0.127585261807725	0.127585261807725	0.127585261807725	-0.0312803759014696	0.020529308067065	4	0	4
ENSG00000091879	damaging_missense	0.01	0.127585261807725	0.127585261807725	0.127585261807725	-0.0312803759014696	0.020529308067065	4	0	4
ENSG00000091879	pLoF	1e-04	0.126244061087749	0.126244061087749	0.126244061087749	-0.0361834805205297	0.0236635283000656	3	0	3
ENSG00000091879	pLoF	0.001	0.126244061087749	0.126244061087749	0.126244061087749	-0.0361834805205297	0.0236635283000656	3	0	3
ENSG00000091879	pLoF	0.01	0.126244061087749	0.126244061087749	0.126244061087749	-0.0361834805205297	0.0236635283000656	3	0	3
ENSG00000091879	synonymous	1e-04	0.0541501751787616	0.0541501751787616	0.0541501751787616	-0.0196977210880315	0.010229216997406	17	0	17
ENSG00000091879	synonymous	0.001	0.233454294474483	0.233454294474483	0.233454294474483	-0.00954141004283974	0.00800784518859839	29	0	21
ENSG00000091879	synonymous	0.01	0.249554824466911	0.157002234502325	0.560314705722984	-0.00469750335341696	0.00331926013913818	197	3	21
ENSG00000091879	pLoF;damaging_missense	1e-04	0.0313545930704623	0.0313545930704623	0.0313545930704623	-0.0335929304324586	0.015606158205489	7	0	7
ENSG00000091879	pLoF;damaging_missense	0.001	0.0313545930704623	0.0313545930704623	0.0313545930704623	-0.0335929304324586	0.015606158205489	7	0	7
ENSG00000091879	pLoF;damaging_missense	0.01	0.0313545930704623	0.0313545930704623	0.0313545930704623	-0.0335929304324586	0.015606158205489	7	0	7
ENSG00000091879	damaging_missense;pLoF;synonymous	1e-04	0.00533087570431038	0.00533087570431038	0.00533087570431038	-0.0243133418907536	0.00872594119732879	24	0	24
ENSG00000091879	damaging_missense;pLoF;synonymous	0.001	0.0432696000569492	0.0432696000569492	0.0432696000569492	-0.014727081031732	0.0072866726562817	36	0	28
ENSG00000091879	damaging_missense;pLoF;synonymous	0.01	0.113560457658158	0.0699424816437351	0.272264447717032	-0.00590580023424681	0.00325876271546414	204	3	28
ENSG00000091879	Cauchy	NA	0.0388674619197078	0.0380500264521384	0.0398381816076268	NA	NA	NA	NA	NA
ENSG00000155189	damaging_missense	1e-04	0.976007763507708	0.976007763507708	0.976007763507708	0.000606557893173363	0.0201686171915391	4	0	4
ENSG00000155189	damaging_missense	0.001	0.143180686441198	0.143180686441198	0.143180686441198	0.0224602754641382	0.0153412095730554	7	0	5
ENSG00000155189	damaging_missense	0.01	0.143180686441198	0.143180686441198	0.143180686441198	0.0224602754641382	0.0153412095730554	7	0	5
ENSG00000155189	synonymous	1e-04	0.887607047640803	0.887607047640803	0.887607047640803	0.00161273901283918	0.01141093318313	13	0	13
ENSG00000155189	synonymous	0.001	0.446014531265636	0.446014531265636	0.446014531265636	0.00812655718009701	0.0106637069409978	15	0	14
ENSG00000155189	synonymous	0.01	0.188094466747581	0.113853725898735	0.385561207399105	0.00396583815223934	0.00250826782351365	348	5	14
