Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
PAX8,ENSG00000125618,0.00105369647847309,0.000591057619895308,0.00845901846804642,0.0345209705077255,pLoF,2113218502,2,113218502,
MYPOP,ENSG00000176182,0.00107983974294079,0.0015653454470429,0.00127468689141585,-0.0111847200939913,pLoF,19045885028,19,45885028,
ABCC2,ENSG00000023839,0.00108967151758921,0.000899016898319949,0.00528704579641315,0.00351429421292479,pLoF,10099782768,10,99782768,
CNGB1,ENSG00000070729,0.00111397563762539,0.000612660506504659,0.0108409241212192,0.00425166357991683,pLoF,16057884045,16,57884045,
KYNU,ENSG00000115919,0.00111464565521502,0.00236994014133796,0.00131275167610057,0.00630112401928035,pLoF,2142885296,2,142885296,
OGFOD2,ENSG00000111325,0.00114825681354491,0.0014756909409066,0.00147702428776197,-0.0051503599126961,pLoF,12122976412,12,122976412,
CUL4A,ENSG00000139842,0.00115985398128038,0.000877506615670542,0.00780609707449775,-0.0539061104723487,pLoF,13113207970,13,113207970,
F2RL1,ENSG00000164251,0.00119073907715761,0.000764431319089987,0.00857053819263787,-0.0102761490281639,pLoF,5076819122,5,76819122,
LMO7,ENSG00000136153,0.00120380834689304,0.000888335390367812,0.0193144200742716,-0.00281212092317442,pLoF,13075636216,13,75636216,
SMARCC2,ENSG00000139613,0.00120939319598024,0.000942843782930525,0.0082212717477157,0.0152291285689268,pLoF,12056157395,12,56157395,
SSR1,ENSG00000124783,0.00124148056626217,0.0978881769546214,0.000741423969237931,-0.0199757742904624,pLoF,6007289791,6,7289791,
IL5RA,ENSG00000091181,0.00130187351034794,0.00240090896231693,0.00114940040426692,0.00676538393046594,pLoF,3003070216,3,3070216,
TGFB1I1,ENSG00000140682,0.00130541628336611,0.000768258347663142,0.109359798630903,0.0135478031021843,pLoF,16031472160,16,31472160,
CEP43,ENSG00000213066,0.00130760979215616,0.000927248690281268,0.00288412806256855,0.0489824464626732,pLoF,6166999345,6,166999345,
TRRAP,ENSG00000196367,0.00130866985830869,0.000880838410430185,0.0197163934165729,0.019551889680405,pLoF,7098881095,7,98881095,
TEN1,ENSG00000257949,0.00133977928186069,0.119704052724971,0.000737090968070842,-0.0199147050278123,pLoF,17075978431,17,75978431,
PTS,ENSG00000150787,0.00137139038467349,0.000880709437871885,0.0213944473565497,0.0177712768382286,pLoF,11112226367,11,112226367,
FLOT2,ENSG00000132589,0.0014768721694326,0.000994913515955709,0.0065856373400579,0.00910256272104583,pLoF,17028879280,17,28879280,
PRPS1,ENSG00000147224,0.00150465034356095,0.00482740811621385,0.0010767533067656,0.0416778480121165,pLoF,23107628491,X,107628491,
DENND2C,ENSG00000175984,0.0015521132653471,0.000828875755520042,0.0535167291697981,0.00680342699463064,pLoF,1114581224,1,114581224,
TNPO3,ENSG00000064419,0.00156495826275993,0.00992297944158815,0.0013398718253177,0.0107875292366356,pLoF,7128957165,7,128957165,
PRKAR1B,ENSG00000188191,0.00158590635950029,0.00569151944187629,0.00202339379558358,0.018288292812872,pLoF,7000550350,7,550350,
RAB11FIP5,ENSG00000135631,0.00159257512207278,0.000764113115373055,0.170225353074946,0.0130023518522191,pLoF,2073071525,2,73071525,
TRPC1,ENSG00000144935,0.00162030991659257,0.0013233461199198,0.00671300428775168,-0.0118786125388133,pLoF,3142724461,3,142724461,
TRIM40,ENSG00000204614,0.00163596723250103,0.00280916715620394,0.00152494999276986,0.00180685693370261,pLoF,6030136958,6,30136958,
BORCS6,ENSG00000196544,0.00168745132706372,0.00124739824341757,0.00754807834157323,-0.0233878151511497,pLoF,17008188938,17,8188938,
INSYN2B,ENSG00000204767,0.00169549526591339,0.00341895784697921,0.00226790060622184,0.0193618714760459,pLoF,5169864211,5,169864211,
SCN4A,ENSG00000007314,0.00170691321189342,0.0261120546063541,0.000907817408812517,-0.00516326782716165,pLoF,17063940656,17,63940656,
FNIP1,ENSG00000217128,0.0017077624159394,0.000718650161652734,0.116031561472276,-0.0180679091807492,pLoF,5131644633,5,131644633,
HERPUD1,ENSG00000051108,0.00174935835089463,0.000945098987416237,0.0228815886446477,0.0282350564828733,pLoF,16056931990,16,56931990,
AMBRA1,ENSG00000110497,0.00187688970822664,0.00103955274498546,0.0166069247430558,0.010465297540919,pLoF,11046397307,11,46397307,
NOL9,ENSG00000162408,0.00189172461248255,0.00124568939553316,0.0218871047452627,0.0168862238700239,pLoF,1006519400,1,6519400,
PEAK1,ENSG00000173517,0.00192104658244685,0.00123535046042123,0.419809340355594,-0.00922579484171911,pLoF,15077114069,15,77114069,
CXCL10,ENSG00000169245,0.00194700994662822,0.174772566472916,0.00130351726758415,-0.0126776348016847,pLoF,4076021866,4,76021866,
TEX52,ENSG00000283297,0.00198073951525202,0.00230605794598082,0.00193638124913187,0.00333048067846445,pLoF,12002849136,12,2849136,
AIFM3,ENSG00000183773,0.00198426566793852,0.0021815609858028,0.00388452694066987,-0.00491870530578981,pLoF,22020967856,22,20967856,
SLC12A6,ENSG00000140199,0.00202132982555248,0.860672081450389,0.000919293272541477,0.000640962147969988,pLoF,15034225060,15,34225060,
IGFBP1,ENSG00000146678,0.0020545355651197,0.0312204126388818,0.00109841582946801,-0.00369209782165051,pLoF,7045888589,7,45888589,
ATF7IP,ENSG00000171681,0.00209458663663298,0.00145916646416921,0.0096688737199716,0.0245820971919165,pLoF,12014385327,12,14385327,
PTCH2,ENSG00000117425,0.00210287903590145,0.00102724502331586,0.349954196253751,0.0050322566585764,pLoF,1044821680,1,44821680,
LRGUK,ENSG00000155530,0.00210327489486983,0.00102851226164846,0.390609013461528,-0.00632774368407896,pLoF,7134127314,7,134127314,
LRP5,ENSG00000162337,0.00218454185294725,0.00291827700535574,0.00417125430928422,0.00847602601159274,pLoF,11068312660,11,68312660,
IL2RB,ENSG00000100385,0.00222216326599411,0.00152298814118246,0.0114290644311626,0.0203039613980163,pLoF,22037128019,22,37128019,
LGR5,ENSG00000139292,0.00222243462966498,0.00265871952392616,0.00283747623743391,-0.00875118341592476,pLoF,12071440002,12,71440002,
MON1B,ENSG00000103111,0.00222977145871095,0.0124051573970134,0.00170190995977493,0.013503778769005,pLoF,16077191138,16,77191138,
RASSF8,ENSG00000123094,0.00225528438383871,0.191124790587032,0.00107167495125926,0.00606176129242299,pLoF,12026055299,12,26055299,
SLAIN1,ENSG00000139737,0.00226346081699824,0.0394582667575321,0.00113171341916274,-0.0146294739832151,pLoF,13077697785,13,77697785,
HID1,ENSG00000167861,0.00226601772692081,0.106721006017642,0.00108259173088709,0.00516744330417627,pLoF,17074946599,17,74946599,
OSBP,ENSG00000110048,0.00227616038119094,0.252915754132716,0.00104171660589158,0.00654596579192457,pLoF,11059576486,11,59576486,
ARFGEF2,ENSG00000124198,0.00228033993759402,0.00286767103381114,0.00605599886089081,0.0119306294226281,pLoF,20048921762,20,48921762,
FAM131C,ENSG00000185519,0.00229687724393346,0.0250143024204631,0.00177224131329901,0.0104866717919087,pLoF,1016053515,1,16053515,
SLC25A38,ENSG00000144659,0.00230597881788952,0.0020850455067124,0.0219842017166287,0.00582692827077337,pLoF,3039383631,3,39383631,
KRT72,ENSG00000170486,0.00237789832881141,0.0255689937577841,0.00141543685209045,0.00717942193030175,pLoF,12052585914,12,52585914,
MYORG,ENSG00000164976,0.00239240844020439,0.00141567757355321,0.0222416660607561,-0.00789449312389749,pLoF,9034370638,9,34370638,
GINS1,ENSG00000101003,0.00240921516169545,0.00152356341867776,0.0212251759714188,-0.0144772341912142,pLoF,20025407774,20,25407774,
LMO2,ENSG00000135363,0.00242976703501296,0.00114898504300676,0.0782533447536595,0.0119018318081137,pLoF,11033859311,11,33859311,
SYNE2,ENSG00000054654,0.00244815090816275,0.00398730681420634,0.00842190189376724,0.00922103595850158,pLoF,14063909117,14,63909117,
MAP4K1,ENSG00000104814,0.00246982846298327,0.00231413209496556,0.0102306543069911,-0.021240933291405,pLoF,19038584842,19,38584842,
UBXN2A,ENSG00000173960,0.00248573260241802,0.00116284865120786,0.32910158117655,0.0117118971229677,pLoF,2023944189,2,23944189,
RAB3IL1,ENSG00000167994,0.0024906546950435,0.00158460747713163,0.0159972235084407,0.00948205555114626,pLoF,11061898205,11,61898205,
SNX19,ENSG00000120451,0.00249501706015376,0.0907150349286767,0.00122658323769209,-0.0023371663319507,pLoF,11130878317,11,130878317,
ADH1B,ENSG00000196616,0.0025113728470868,0.00166811926177846,0.0252248358929024,0.00864793928407457,pLoF,4099307755,4,99307755,
PHKB,ENSG00000102893,0.00251197584203733,0.481643723451799,0.00124507157305409,0.000734607379308005,pLoF,16047459094,16,47459094,
NIF3L1,ENSG00000196290,0.00255048807348213,0.217659927518008,0.0013742785075177,-0.00239358825404274,pLoF,2200885683,2,200885683,
RIBC2,ENSG00000128408,0.00260220937962241,0.164958080968483,0.00140596021075645,0.0025585620408989,pLoF,22045408696,22,45408696,
TIMMDC1,ENSG00000113845,0.00262634396475103,0.00292258196127781,0.00298062924516374,-0.0044140388622257,pLoF,3119498656,3,119498656,
ZNF519,ENSG00000175322,0.00263496744023317,0.00208848087953384,0.00535421014670523,-0.0455148518066417,pLoF,18014104810,18,14104810,
OGA,ENSG00000198408,0.0026434058343493,0.083763942857997,0.00119449399922011,0.0151902951981603,pLoF,10101781643,10,101781643,
RAP2A,ENSG00000125249,0.00271661336452322,0.00284837824146278,0.00538079976396622,-0.0341796179691596,pLoF,13097434352,13,97434352,
VPS50,ENSG00000004766,0.00274394681301782,0.00312191855635924,0.00803972560433408,-0.00935793607669934,pLoF,7093232413,7,93232413,
KAT5,ENSG00000172977,0.00276775238640925,0.00120898704592953,0.159764265777672,0.0195446764314264,pLoF,11065712168,11,65712168,
PPP1R9A,ENSG00000158528,0.0028300201806003,0.131144989833706,0.00191821901808054,0.0136626468797851,pLoF,7094910050,7,94910050,
KIFC2,ENSG00000167702,0.0028306039676308,0.00127838520198886,0.337740663538182,0.00989941460117289,pLoF,8144463733,8,144463733,
RLF,ENSG00000117000,0.00285037480539063,0.00387757011007683,0.00298633781772084,0.0228345129981812,pLoF,1040161263,1,40161263,
SLC51B,ENSG00000186198,0.002868465651506,0.00187428943953405,0.0159561348451727,-0.0425771562610997,pLoF,15065049943,15,65049943,
KLF9,ENSG00000119138,0.00287368780654806,0.266555392142459,0.00165165003012024,-0.0142105962799342,pLoF,9070387721,9,70387721,
TEKT3,ENSG00000125409,0.00289291677042891,0.0245116812121969,0.00240208423319244,-0.00273555207356753,pLoF,17015303871,17,15303871,
KRT5,ENSG00000186081,0.00290326270931085,0.027125265825289,0.00186996406188522,0.00943895179369174,pLoF,12052514885,12,52514885,
KLF15,ENSG00000163884,0.00295198367451688,0.001402917260932,0.0745359287776506,-0.0472404595797065,pLoF,3126343655,3,126343655,
NAA40,ENSG00000110583,0.0029766058187789,0.121860872026312,0.00156355902867489,0.00700414018060183,pLoF,11063939016,11,63939016,
RIPOR1,ENSG00000039523,0.00299560824486933,0.829362965082083,0.00144645154322143,0.00077390470642294,pLoF,16067529728,16,67529728,
MRPS2,ENSG00000122140,0.00301418544920928,0.0019158691206973,0.0151586141375273,-0.0121967630716177,pLoF,9135495357,9,135495357,
TRIM15,ENSG00000204610,0.00303439034779784,0.00282007731585354,0.0151653881032869,0.00384999445594192,pLoF,6030158547,6,30158547,
SH2D3A,ENSG00000125731,0.0030414606096042,0.00190422836823412,0.2474677866686,-0.00480451977546584,pLoF,19006749806,19,6749806,
MANEA,ENSG00000172469,0.00304564799557927,0.108029527903143,0.00201975920329511,0.00538427739022676,pLoF,6095586382,6,95586382,
GEMIN2,ENSG00000092208,0.00305821213774926,0.123146569479578,0.00160544111952132,0.00781900763283243,pLoF,14039114243,14,39114243,
ZNF844,ENSG00000223547,0.00308204638338405,0.00292020780003011,0.00379431757312299,-0.00520352032897732,pLoF,19012064769,19,12064769,
PTPN18,ENSG00000072135,0.00309555022360375,0.149632228705459,0.00153148024844185,0.00330994373711093,pLoF,2130356052,2,130356052,
KANK1,ENSG00000107104,0.00310020164006242,0.00185204397024807,0.0357742094443314,-0.00539996649775344,pLoF,9000676917,9,676917,
HOXA1,ENSG00000105991,0.00319626627687897,0.00200440439452165,0.0629405613011715,0.011613573183021,pLoF,7027094408,7,27094408,
C5orf22,ENSG00000082213,0.00321241849105158,0.00173623343486062,0.106231023745929,0.0118352423079805,pLoF,5031528927,5,31528927,
LRBA,ENSG00000198589,0.00323482267380659,0.0671712621777905,0.00170085098646777,-0.00393669818689698,pLoF,4150265702,4,150265702,
SQLE,ENSG00000104549,0.00327652676188406,0.0993749171439483,0.00184390490808406,0.0198893417184382,pLoF,8124999302,8,124999302,
ZNF257,ENSG00000197134,0.00332751530407194,0.011503042362184,0.00308399050064012,0.00629451323125841,pLoF,19022052530,19,22052530,
LRRC59,ENSG00000108829,0.00334166855427831,0.0755517573084162,0.00161383546472815,0.0147661328305776,pLoF,17050376233,17,50376233,
EDC4,ENSG00000038358,0.00334653701827337,0.00153229966422741,0.302686113800799,0.0119048914169508,pLoF,16067868269,16,67868269,
MARCHF10,ENSG00000173838,0.00334818198173126,0.00167261678321506,0.036387215192381,-0.0042415680663328,pLoF,17062701518,17,62701518,
PSMB10,ENSG00000205220,0.0033817200879227,0.263910577001644,0.00241563461203809,0.00250877809231113,pLoF,16067929839,16,67929839,
MAK,ENSG00000111837,0.00341690090040081,0.318984772940687,0.00165520718623435,-0.00222204356873474,pLoF,6010764367,6,10764367,
P3H4,ENSG00000141696,0.00342752924306422,0.00233777280913483,0.0849771676796306,-0.00748671832466608,pLoF,17041802877,17,41802877,
DCLK2,ENSG00000170390,0.00344693011518282,0.00184052894645892,0.051463121091249,0.0135864157733002,pLoF,4150079036,4,150079036,
NRP1,ENSG00000099250,0.00350291551758708,0.00173777855727741,0.0614974674244348,-0.0171047041170182,pLoF,10033179992,10,33179992,
GPATCH4,ENSG00000160818,0.00355264942094125,0.00206576653674273,0.0148939733517726,0.012806297761282,pLoF,1156591690,1,156591690,
PRSS36,ENSG00000178226,0.00355663090276315,0.00906686739307294,0.00314039031462887,0.00295399547384313,pLoF,16031135043,16,31135043,
TGM6,ENSG00000166948,0.0035637781194926,0.00745580944869584,0.00296191021798053,0.00192206050938379,pLoF,20002380859,20,2380859,
AC131160.1,ENSG00000283765,0.00363605836792691,0.0103330080216593,0.00298325495149476,0.00616017670838704,pLoF,3183810576,3,183810576,
TMOD1,ENSG00000136842,0.00369832374615653,0.00198146767073637,0.210427020484984,0.0204609840969119,pLoF,9097524081,9,97524081,
SLC46A3,ENSG00000139508,0.00370759577352187,0.00279020020510334,0.0198501874937276,0.00401571870299996,pLoF,13028700899,13,28700899,
ZC3H7A,ENSG00000122299,0.00371093599261019,0.00258484571308948,0.0311143025615849,0.011583459788268,pLoF,16011751220,16,11751220,
TRIM6-TRIM34,ENSG00000258588,0.00373250228120536,0.0040356500176858,0.00371112837808818,0.00130479597229192,pLoF,11005596769,11,5596769,
ZNF622,ENSG00000173545,0.0037899182420349,0.0113686614479998,0.00339678398582,0.010067210093357,pLoF,5016451537,5,16451537,
DPF3,ENSG00000205683,0.00379035861339472,0.00220153223548736,0.131576002579701,-0.011636951407787,pLoF,14072661044,14,72661044,
PPP6C,ENSG00000119414,0.00380828342088324,0.0516310586298654,0.00246698049462657,-0.0130902903925366,pLoF,9125142587,9,125142587,
PARL,ENSG00000175193,0.00381934856197441,0.0358428861016584,0.00235450140542115,0.00543660923399737,pLoF,3183825029,3,183825029,
FAM207A,ENSG00000160256,0.00401305962056508,0.00263444678698765,0.0564472540829806,-0.0145660504729369,pLoF,21044939944,21,44939944,
CGNL1,ENSG00000128849,0.00404825997472724,0.00190093544580572,0.109484658594929,0.00797724961669268,pLoF,15057437922,15,57437922,
KPNA4,ENSG00000186432,0.00406315387315004,0.00244646840951457,0.01005628973946,-0.0776162546551177,pLoF,3160502090,3,160502090,
TRNP1,ENSG00000253368,0.0041044248110621,0.00213772950683455,0.0428326450474019,0.020657303719219,pLoF,1026993650,1,26993650,
SLC9A3R2,ENSG00000065054,0.00413121682858919,0.00938971148931489,0.0047346974937259,0.0140286555832442,pLoF,16002026960,16,2026960,
CIR1,ENSG00000138433,0.00413542804807054,0.742578161681604,0.00204506473445609,-0.000930339092777571,pLoF,2174348350,2,174348350,
TRIM6,ENSG00000121236,0.0042052621107026,0.0149147198672791,0.00389323628200455,0.00112707177150626,pLoF,11005596769,11,5596769,
THRA,ENSG00000126351,0.00420591886271082,0.346560830561107,0.00213682958992734,-0.00312363034329488,pLoF,17040074400,17,40074400,
SYT8,ENSG00000149043,0.00422970697774283,0.00342340727061607,0.00719146342901289,0.00196432582779484,pLoF,11001834494,11,1834494,
LONP2,ENSG00000102910,0.00425133745817907,0.00574871953850242,0.00385324986849134,-0.00288378724265558,pLoF,16048244327,16,48244327,
SNRNP40,ENSG00000060688,0.00427857509748941,0.0101767401484774,0.00352788440783824,0.00656006967688112,pLoF,1031260044,1,31260044,
EFNA3,ENSG00000143590,0.00434269559802336,0.735435884183621,0.00227874549723328,-0.00270669622306424,pLoF,1155078766,1,155078766,
RHOC,ENSG00000155366,0.00434441466411206,0.00230600000170567,0.0206576328380276,0.0172466821225641,pLoF,1112696133,1,112696133,
TNFSF10,ENSG00000121858,0.00436843292940858,0.00515153568101123,0.00440651049830532,-0.00880681812833163,pLoF,3172506375,3,172506375,
PKP3,ENSG00000184363,0.00438403230350926,0.676409699517628,0.00212191173476628,-0.000972893926919202,pLoF,11000392592,11,392592,
TMEM129,ENSG00000168936,0.00439365017058113,0.00221512376265331,0.0576815937058534,-0.00663566479813976,pLoF,4001711830,4,1711830,
SEMA4D,ENSG00000187764,0.00439467190405396,0.00764563730182777,0.00678093576084127,-0.0189504530353279,pLoF,9089376694,9,89376694,
DENND4B,ENSG00000198837,0.00439981916662791,0.445644666844968,0.00218464618551073,-0.00227744886422474,pLoF,1153930173,1,153930173,
