Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	Number_rare	Number_ultra_rare
ENSG00000147364	pLoF	0.001	0.0893390515074295	0.0893390515074295	0.0893390515074295	0.0480664112243006	0.0282927570976218	2	0	2
ENSG00000147364	pLoF	0.01	0.0893390515074295	0.0893390515074295	0.0893390515074295	0.0480664112243006	0.0282927570976218	2	0	2
ENSG00000147364	synonymous	1e-04	0.619971759474666	0.619971759474666	0.619971759474666	-0.0140322495659696	0.0282970800828637	2	0	2
ENSG00000147364	synonymous	0.001	0.563624211511731	0.563624211511731	0.563624211511731	-0.00654581246245257	0.0113353933541044	13	0	5
ENSG00000147364	synonymous	0.01	0.407867048316461	0.300313347144735	0.547554753698437	-0.0074212756032635	0.00716504179700348	33	1	5
ENSG00000147364	pLoF;damaging_missense	1e-04	0.0893390515074295	0.0893390515074295	0.0893390515074295	0.0480664112243006	0.0282927570976218	2	0	2
ENSG00000147364	pLoF;damaging_missense	0.001	0.0893390515074295	0.0893390515074295	0.0893390515074295	0.0480664112243006	0.0282927570976218	2	0	2
ENSG00000147364	pLoF;damaging_missense	0.01	0.0893390515074295	0.0893390515074295	0.0893390515074295	0.0480664112243006	0.0282927570976218	2	0	2
ENSG00000147364	damaging_missense;pLoF;synonymous	1e-04	0.394830426640804	0.394830426640804	0.394830426640804	0.0170897441553378	0.0200845502208434	4	0	4
ENSG00000147364	damaging_missense;pLoF;synonymous	0.001	0.933613451215268	0.933613451215268	0.933613451215268	0.000882423240005542	0.0105933883264954	15	0	7
ENSG00000147364	damaging_missense;pLoF;synonymous	0.01	0.686176941278045	0.550898244849923	0.64859536980379	-0.00415462266463021	0.00696599680858513	35	1	7
ENSG00000147364	Cauchy	NA	0.210018387039723	0.201104843466612	0.212943942030387	NA	NA	NA	NA	NA
ENSG00000180190	damaging_missense	0.001	0.509369058129022	0.509369058129022	0.509369058129022	0.018662255809425	0.0282838396402942	2	0	1
ENSG00000180190	damaging_missense	0.01	0.509369058129022	0.509369058129022	0.509369058129022	0.018662255809425	0.0282838396402942	2	0	1
ENSG00000180190	pLoF	1e-04	0.243948129577489	0.243948129577489	0.243948129577489	-0.0465267976289605	0.0399311642714455	1	0	1
ENSG00000180190	pLoF	0.001	0.491545863725128	0.491545863725128	0.491545863725128	-0.0159185583414443	0.0231424112164807	3	0	2
ENSG00000180190	pLoF	0.01	0.491545863725128	0.491545863725128	0.491545863725128	-0.0159185583414443	0.0231424112164807	3	0	2
ENSG00000180190	synonymous	1e-04	0.768807399404195	0.768807399404195	0.768807399404195	0.00483847369502512	0.0164610201646707	6	0	6
ENSG00000180190	synonymous	0.001	0.542235721397821	0.542235721397821	0.542235721397821	0.00626089904375537	0.0102732735766609	16	0	8
ENSG00000180190	synonymous	0.01	0.542235721397821	0.542235721397821	0.542235721397821	0.00626089904375537	0.0102732735766609	16	0	8
ENSG00000180190	pLoF;damaging_missense	1e-04	0.243948129577489	0.243948129577489	0.243948129577489	-0.0465267976289605	0.0399311642714455	1	0	1
ENSG00000180190	pLoF;damaging_missense	0.001	0.908114248660559	0.908114248660559	0.908114248660559	-0.00207708599880158	0.0179962909177384	5	0	3
ENSG00000180190	pLoF;damaging_missense	0.01	0.908114248660559	0.908114248660559	0.908114248660559	-0.00207708599880158	0.0179962909177384	5	0	3
ENSG00000180190	damaging_missense;pLoF;synonymous	1e-04	0.866220217274468	0.866220217274468	0.866220217274468	-0.00257201750768867	0.0152676859335249	7	0	7
ENSG00000180190	damaging_missense;pLoF;synonymous	0.001	0.634189501776079	0.634189501776079	0.634189501776079	0.00430876916254817	0.00905510999842511	21	0	11
ENSG00000180190	damaging_missense;pLoF;synonymous	0.01	0.634189501776079	0.634189501776079	0.634189501776079	0.00430876916254817	0.00905510999842511	21	0	11
ENSG00000180190	Cauchy	NA	0.684904459494563	0.684904459494563	0.684904459494563	NA	NA	NA	NA	NA
ENSG00000104714	pLoF	1e-04	0.922369279910149	0.922369279910149	0.922369279910149	0.00275708130339717	0.0282923537491794	2	0	2
ENSG00000104714	pLoF	0.001	0.508946652935844	0.508946652935844	0.508946652935844	0.0118839381558915	0.0179929153147314	5	0	3
ENSG00000104714	pLoF	0.01	0.508946652935844	0.508946652935844	0.508946652935844	0.0118839381558915	0.0179929153147314	5	0	3
ENSG00000104714	synonymous	1e-04	0.931842763354641	0.931842763354641	0.931842763354641	0.00105020538439764	0.0122792862456102	11	0	11
ENSG00000104714	synonymous	0.001	0.587649381442245	0.888227657104433	0.42850420598744	0.000739059442983223	0.00525844277299414	63	2	18
ENSG00000104714	synonymous	0.01	0.73046682416025	0.794375035551533	0.540865063554413	-0.00104730430637576	0.00401830038820612	108	4	18
ENSG00000104714	pLoF;damaging_missense	1e-04	0.922369279910149	0.922369279910149	0.922369279910149	0.00275708130339717	0.0282923537491794	2	0	2
ENSG00000104714	pLoF;damaging_missense	0.001	0.508946652935844	0.508946652935844	0.508946652935844	0.0118839381558915	0.0179929153147314	5	0	3
ENSG00000104714	pLoF;damaging_missense	0.01	0.508946652935844	0.508946652935844	0.508946652935844	0.0118839381558915	0.0179929153147314	5	0	3
ENSG00000104714	damaging_missense;pLoF;synonymous	1e-04	0.906891282906673	0.906891282906673	0.906891282906673	0.00132629450982071	0.0113396700420065	13	0	13
ENSG00000104714	damaging_missense;pLoF;synonymous	0.001	0.52872655546938	0.757365145312972	0.377555355444226	0.00158425359577154	0.00512798587755315	68	2	21
ENSG00000104714	damaging_missense;pLoF;synonymous	0.01	0.683892366334824	0.90247678036224	0.494677400809898	-0.00048208988321007	0.0039343623828931	113	4	21
ENSG00000104714	Cauchy	NA	0.812655389280093	0.854168313583433	0.790773350613838	NA	NA	NA	NA	NA
ENSG00000198010	damaging_missense	1e-04	0.244673938656145	0.244673938656145	0.244673938656145	0.0328952059428316	0.0282754618579589	2	0	2
ENSG00000198010	damaging_missense	0.001	0.193965416989644	0.193965416989644	0.193965416989644	0.0166895436265398	0.0128486128468357	10	0	4
ENSG00000198010	damaging_missense	0.01	0.193965416989644	0.193965416989644	0.193965416989644	0.0166895436265398	0.0128486128468357	10	0	4
ENSG00000198010	pLoF	0.001	0.694693947586271	0.694693947586271	0.694693947586271	-0.00706667287095334	0.0180045810254215	5	0	1
ENSG00000198010	pLoF	0.01	0.694693947586271	0.694693947586271	0.694693947586271	-0.00706667287095334	0.0180045810254215	5	0	1
ENSG00000198010	synonymous	1e-04	0.302776097637062	0.302776097637062	0.302776097637062	0.00645288533329919	0.00626190711446663	49	0	49
ENSG00000198010	synonymous	0.001	0.386970688387729	0.922712363791416	0.30231081730876	0.00036673628673438	0.00378009794707885	185	1	84
ENSG00000198010	synonymous	0.01	0.830560599618527	0.632754447180798	0.661894787032503	-0.000950474008420539	0.00198904877316867	539	9	84
ENSG00000198010	pLoF;damaging_missense	1e-04	0.244673938656145	0.244673938656145	0.244673938656145	0.0328952059428316	0.0282754618579589	2	0	2
ENSG00000198010	pLoF;damaging_missense	0.001	0.403754826953901	0.403754826953901	0.403754826953901	0.00885069232171881	0.0106004684321506	15	0	5
ENSG00000198010	pLoF;damaging_missense	0.01	0.403754826953901	0.403754826953901	0.403754826953901	0.00885069232171881	0.0106004684321506	15	0	5
ENSG00000198010	damaging_missense;pLoF;synonymous	1e-04	0.214347645287483	0.214347645287483	0.214347645287483	0.00765068740470448	0.00616146707739781	51	0	51
ENSG00000198010	damaging_missense;pLoF;synonymous	0.001	0.297078239947589	0.766459954948287	0.231674213382303	0.00115850546303542	0.00390057904737951	200	1	89
ENSG00000198010	damaging_missense;pLoF;synonymous	0.01	0.785619018915895	0.710666406426517	0.580036710828389	-0.000735098589905728	0.00198160488115305	554	9	89
ENSG00000198010	Cauchy	NA	0.40551961734519	0.505617698322583	0.349793116802766	NA	NA	NA	NA	NA
ENSG00000182372	damaging_missense	1e-04	0.301230280427488	0.301230280427488	0.301230280427488	0.0170175839227773	0.0164612162454161	6	0	6
ENSG00000182372	damaging_missense	0.001	0.305516316693917	0.305516316693917	0.305516316693917	0.0146718072373248	0.0143184910009576	8	0	7
ENSG00000182372	damaging_missense	0.01	0.778753861729581	0.714964410891216	0.652374282172789	0.00298472826441481	0.0081729281693787	23	1	7
ENSG00000182372	pLoF	1e-04	0.660971060524556	0.660971060524556	0.660971060524556	0.0175096159076995	0.0399240746689201	1	0	1
ENSG00000182372	pLoF	0.001	0.660971060524556	0.660971060524556	0.660971060524556	0.0175096159076995	0.0399240746689201	1	0	1
ENSG00000182372	pLoF	0.01	0.660971060524556	0.660971060524556	0.660971060524556	0.0175096159076995	0.0399240746689201	1	0	1
ENSG00000182372	synonymous	1e-04	0.665419518040759	0.665419518040759	0.665419518040759	0.00660358343486763	0.0152704157891739	7	0	7
ENSG00000182372	synonymous	0.001	0.624227755642969	0.624227755642969	0.624227755642969	-0.00377867563846441	0.0077136708548239	30	0	13
ENSG00000182372	synonymous	0.01	0.739329853416584	0.697784392522544	0.574754579607907	-0.00206384184002182	0.00531489199948754	61	2	13
ENSG00000182372	pLoF;damaging_missense	1e-04	0.261533707374429	0.261533707374429	0.261533707374429	0.017139699073016	0.015265500331955	7	0	7
ENSG00000182372	pLoF;damaging_missense	0.001	0.266056604962376	0.266056604962376	0.266056604962376	0.0150383027820649	0.0135213471929495	9	0	8
ENSG00000182372	pLoF;damaging_missense	0.01	0.729391181863246	0.656992061716483	0.596028483800235	0.00355809345544698	0.0080124629278924	24	1	8
ENSG00000182372	damaging_missense;pLoF;synonymous	1e-04	0.271023690561418	0.271023690561418	0.271023690561418	0.0120485362803651	0.0109461677855294	14	0	14
ENSG00000182372	damaging_missense;pLoF;synonymous	0.001	0.915822826762205	0.915822826762205	0.915822826762205	0.00072783768715508	0.00688608248802298	39	0	21
ENSG00000182372	damaging_missense;pLoF;synonymous	0.01	1	0.927267968681153	0.796551421905939	-0.000415865660572599	0.00455579959239496	85	3	21
ENSG00000182372	Cauchy	NA	1	0.665085368083638	0.595135275334868	NA	NA	NA	NA	NA
ENSG00000283239	damaging_missense	1e-04	0.618534538031222	0.618534538031222	0.618534538031222	-0.0115271689836912	0.0231502560032606	3	0	3
ENSG00000283239	damaging_missense	0.001	0.823427636312118	0.823427636312118	0.823427636312118	-0.00401999344910151	0.0180156791771586	5	0	4
ENSG00000283239	damaging_missense	0.01	0.823427636312118	0.823427636312118	0.823427636312118	-0.00401999344910151	0.0180156791771586	5	0	4
ENSG00000283239	synonymous	1e-04	0.522173880710798	0.522173880710798	0.522173880710798	0.0105324776844812	0.0164570470617487	6	0	6
ENSG00000283239	synonymous	0.001	0.812925123257261	0.812925123257261	0.812925123257261	-0.00219212185144367	0.00926297738191284	20	0	10
ENSG00000283239	synonymous	0.01	0.512165340446655	0.389524596654719	0.60467279842042	-0.00583706023266839	0.00678349453590493	37	1	10
ENSG00000283239	pLoF;damaging_missense	1e-04	0.618534538031222	0.618534538031222	0.618534538031222	-0.0115271689836912	0.0231502560032606	3	0	3
ENSG00000283239	pLoF;damaging_missense	0.001	0.823427636312118	0.823427636312118	0.823427636312118	-0.00401999344910151	0.0180156791771586	5	0	4
ENSG00000283239	pLoF;damaging_missense	0.01	0.823427636312118	0.823427636312118	0.823427636312118	-0.00401999344910151	0.0180156791771586	5	0	4
ENSG00000283239	damaging_missense;pLoF;synonymous	1e-04	0.813975138707181	0.813975138707181	0.813975138707181	0.00318150451077844	0.0135210001390635	9	0	9
ENSG00000283239	damaging_missense;pLoF;synonymous	0.001	0.755204204151135	0.755204204151135	0.755204204151135	-0.00260980402931749	0.0083705345331984	25	0	14
ENSG00000283239	damaging_missense;pLoF;synonymous	0.01	0.495898579024508	0.374372675373969	0.612653609436422	-0.00568967251211875	0.00640503481041553	42	1	14
ENSG00000283239	Cauchy	NA	0.741531175473407	0.72992329607829	0.750836221899595	NA	NA	NA	NA	NA
ENSG00000104728	damaging_missense	1e-04	0.552581227167912	0.552581227167912	0.552581227167912	0.00802900160628694	0.0135191894941869	9	0	9
ENSG00000104728	damaging_missense	0.001	0.552581227167912	0.552581227167912	0.552581227167912	0.00802900160628694	0.0135191894941869	9	0	9
ENSG00000104728	damaging_missense	0.01	0.552581227167912	0.552581227167912	0.552581227167912	0.00802900160628694	0.0135191894941869	9	0	9
ENSG00000104728	pLoF	1e-04	0.254420850028315	0.254420850028315	0.254420850028315	-0.0263678146115237	0.0231362151213052	3	0	3
ENSG00000104728	pLoF	0.001	0.596429253121516	0.596429253121516	0.596429253121516	-0.0080847242457073	0.0152673790510413	7	0	5
ENSG00000104728	pLoF	0.01	0.596429253121516	0.596429253121516	0.596429253121516	-0.0080847242457073	0.0152673790510413	7	0	5
ENSG00000104728	synonymous	1e-04	0.471659916917659	0.471659916917659	0.471659916917659	-0.00506880547070674	0.0070421507273397	37	0	39
ENSG00000104728	synonymous	0.001	0.766741785499842	0.661910628983615	1	0.0018125001960649	0.00414497237565159	146	1	65
ENSG00000104728	synonymous	0.01	0.0975360698864055	0.2513817999939	0.0589911494983549	0.00306486584753876	0.00267207236729958	352	4	65
ENSG00000104728	pLoF;damaging_missense	1e-04	0.955316558093744	0.955316558093744	0.955316558093744	-0.000659734191236747	0.0117743037177387	12	0	12
ENSG00000104728	pLoF;damaging_missense	0.001	0.924247591635311	0.924247591635311	0.924247591635311	0.000977119881870821	0.0102763158766885	16	0	14
ENSG00000104728	pLoF;damaging_missense	0.01	0.924247591635311	0.924247591635311	0.924247591635311	0.000977119881870821	0.0102763158766885	16	0	14
ENSG00000104728	damaging_missense;pLoF;synonymous	1e-04	0.51322780750089	0.51322780750089	0.51322780750089	-0.00409459382068725	0.00626257087785637	49	0	51
ENSG00000104728	damaging_missense;pLoF;synonymous	0.001	0.756850136263958	0.651202134951133	0.931831311012386	0.0018338506277084	0.00405635890135322	162	1	79
ENSG00000104728	damaging_missense;pLoF;synonymous	0.01	0.103383249539452	0.248493145073539	0.0626782039346505	0.00305297595583845	0.00264552047810581	368	4	79
ENSG00000104728	Cauchy	NA	0.707544747159171	0.74457785149423	0.884867242475324	NA	NA	NA	NA	NA
ENSG00000176595	damaging_missense	1e-04	0.438096922157526	0.438096922157526	0.438096922157526	0.01558526554887	0.0200993646441565	4	0	4
ENSG00000176595	damaging_missense	0.001	0.823213999090008	0.823213999090008	0.823213999090008	0.00274345320613165	0.0122797322067814	11	0	7
ENSG00000176595	damaging_missense	0.01	0.823213999090008	0.823213999090008	0.823213999090008	0.00274345320613165	0.0122797322067814	11	0	7
ENSG00000176595	synonymous	1e-04	0.985975510932105	0.985975510932105	0.985975510932105	0.00014727253801811	0.00837823272692095	25	0	25
ENSG00000176595	synonymous	0.001	0.354018095246593	0.354018095246593	0.354018095246593	0.00516690547058832	0.00557485275718517	66	0	35
ENSG00000176595	synonymous	0.01	0.0675711842270437	0.0393925987742663	0.180710386043927	0.00644334110958574	0.00312774111155054	196	3	35
ENSG00000176595	pLoF;damaging_missense	1e-04	0.438096922157526	0.438096922157526	0.438096922157526	0.01558526554887	0.0200993646441565	4	0	4
ENSG00000176595	pLoF;damaging_missense	0.001	0.823213999090008	0.823213999090008	0.823213999090008	0.00274345320613165	0.0122797322067814	11	0	7
ENSG00000176595	pLoF;damaging_missense	0.01	0.823213999090008	0.823213999090008	0.823213999090008	0.00274345320613165	0.0122797322067814	11	0	7
ENSG00000176595	damaging_missense;pLoF;synonymous	1e-04	0.760157050551869	0.760157050551869	0.760157050551869	0.00239477471851048	0.00784465867387	29	0	29
ENSG00000176595	damaging_missense;pLoF;synonymous	0.001	0.345148786490132	0.345148786490132	0.345148786490132	0.00497948011011138	0.00527464488567576	77	0	42
ENSG00000176595	damaging_missense;pLoF;synonymous	0.01	0.067361093493102	0.0390893702680475	0.184748359807828	0.00633205059396741	0.00306897679785592	207	3	42
ENSG00000176595	Cauchy	NA	0.824278503364968	0.758216627703842	0.860875395473891	NA	NA	NA	NA	NA
ENSG00000036448	damaging_missense	1e-04	0.0327848783358636	0.0327848783358636	0.0327848783358636	0.0262049198697078	0.0122756467175054	11	0	11
ENSG00000036448	damaging_missense	0.001	0.413009903073234	0.413009903073234	0.413009903073234	0.0056968146926396	0.00695914561887623	38	0	19
ENSG00000036448	damaging_missense	0.01	0.529937349447742	0.637714934617818	0.378904372152923	0.00198389225436599	0.00421301485102785	101	2	19
ENSG00000036448	pLoF	1e-04	0.576998176745882	0.576998176745882	0.576998176745882	0.00632241075317809	0.0113350599930428	13	0	13
ENSG00000036448	pLoF	0.001	0.827269547026634	0.827269547026634	0.827269547026634	-0.00173594749365584	0.00795558810323576	28	0	17
ENSG00000036448	pLoF	0.01	0.827269547026634	0.827269547026634	0.827269547026634	-0.00173594749365584	0.00795558810323576	28	0	17
ENSG00000036448	synonymous	1e-04	0.613787974516191	0.613787974516191	0.613787974516191	-0.00347220163259722	0.00688009109446499	39	0	40
ENSG00000036448	synonymous	0.001	1	0.93443738152544	0.903508581316789	-0.000318104504182501	0.00386690926181238	184	2	84
ENSG00000036448	synonymous	0.01	0.595524117877407	0.39514807956343	0.756611700198378	-0.00146418631919114	0.00172192709065153	755	14	84
ENSG00000036448	pLoF;damaging_missense	1e-04	0.0631617642008318	0.0631617642008318	0.0631617642008318	0.0158384288897485	0.00852421618476516	24	0	24
ENSG00000036448	pLoF;damaging_missense	0.001	0.631091892713131	0.631091892713131	0.631091892713131	0.00267782678286454	0.0055765917933094	66	0	36
ENSG00000036448	pLoF;damaging_missense	0.01	0.674553477182294	0.758994196344296	0.508259503138637	0.00117564280684712	0.00383192861540483	129	2	36
ENSG00000036448	damaging_missense;pLoF;synonymous	1e-04	0.452097009637003	0.452097009637003	0.452097009637003	0.00426413066380087	0.00567096272676117	63	0	64
ENSG00000036448	damaging_missense;pLoF;synonymous	0.001	1	0.957170683229797	0.869140064123193	-0.000203117542891013	0.003782140227929	249	2	120
ENSG00000036448	damaging_missense;pLoF;synonymous	0.01	0.625038729550244	0.417149230719711	0.7312067552428	-0.001317159473347	0.00162336318509494	883	16	120
ENSG00000036448	Cauchy	NA	0.491773175037953	0.550064413195713	0.423852423106383	NA	NA	NA	NA	NA
ENSG00000183117	damaging_missense	1e-04	0.9053771519269	0.9053771519269	0.9053771519269	0.00140032575051461	0.011780162701414	12	0	12
ENSG00000183117	damaging_missense	0.001	0.794961685611213	0.794961685611213	0.794961685611213	-0.00217446298465066	0.0083674041082345	25	0	16
ENSG00000183117	damaging_missense	0.01	0.00263321642234948	0.0065958910337296	0.00162031262109508	-0.0160596670996811	0.00591170784325227	50	1	16
ENSG00000183117	pLoF	1e-04	0.0562646415180211	0.0562646415180211	0.0562646415180211	-0.0343566147872798	0.0179973653838783	5	0	5
ENSG00000183117	pLoF	0.001	0.0319433800360258	0.0319433800360258	0.0319433800360258	-0.032756710886516	0.0152703508488864	7	0	6
ENSG00000183117	pLoF	0.01	0.0319433800360258	0.0319433800360258	0.0319433800360258	-0.032756710886516	0.0152703508488864	7	0	6
ENSG00000183117	synonymous	1e-04	0.839889830808138	0.839889830808138	0.839889830808138	0.000968782119685573	0.00479513447393979	103	0	105
ENSG00000183117	synonymous	0.001	0.268615218572778	0.625349284676762	0.209857887069935	-0.00200001643551145	0.00409601760002572	412	1	186
ENSG00000183117	synonymous	0.01	0.128217600891977	0.152476630435197	0.0730217498536139	-0.00223650070178338	0.00156307045080536	1108	19	186
ENSG00000183117	pLoF;damaging_missense	1e-04	0.348957840075944	0.348957840075944	0.348957840075944	-0.00935820349873507	0.00999154073996908	17	0	17
ENSG00000183117	pLoF;damaging_missense	0.001	0.216849732712508	0.216849732712508	0.216849732712508	-0.00925578143911839	0.00749487340679118	32	0	22
ENSG00000183117	pLoF;damaging_missense	0.01	0.00134731340828975	0.000929162360517211	0.00158195446428189	-0.0184693285998662	0.00557793407823823	57	1	22
ENSG00000183117	damaging_missense;pLoF;synonymous	1e-04	0.866600366895725	0.866600366895725	0.866600366895725	-0.0007714590591034	0.00459261198812788	120	0	122
ENSG00000183117	damaging_missense;pLoF;synonymous	0.001	0.155565719378631	0.44824758732385	0.122645680034672	-0.00318001384778468	0.00419338910111757	444	1	208
ENSG00000183117	damaging_missense;pLoF;synonymous	0.01	0.0136739828085642	0.0323195305252838	0.0107124383258286	-0.00330074168906831	0.00154208832186314	1165	20	208
ENSG00000183117	Cauchy	NA	0.0118111233816744	0.0113399886924594	0.0105141659780066	NA	NA	NA	NA	NA
ENSG00000147316	damaging_missense	1e-04	0.292440529253421	0.292440529253421	0.292440529253421	0.0189514152469241	0.0180012576592911	5	0	5
ENSG00000147316	damaging_missense	0.001	0.292440529253421	0.292440529253421	0.292440529253421	0.0189514152469241	0.0180012576592911	5	0	5
ENSG00000147316	damaging_missense	0.01	0.292440529253421	0.292440529253421	0.292440529253421	0.0189514152469241	0.0180012576592911	5	0	5
ENSG00000147316	pLoF	1e-04	0.551316685456553	0.551316685456553	0.551316685456553	-0.0098082869584533	0.0164627059065428	6	0	6
ENSG00000147316	pLoF	0.001	0.093700308480493	0.093700308480493	0.093700308480493	-0.0215428177064459	0.0128522264653391	10	0	8
ENSG00000147316	pLoF	0.01	0.56454849225215	0.441325159443451	0.513364441970279	-0.00429943559942503	0.00558399148602494	60	1	8
ENSG00000147316	synonymous	1e-04	0.400537731736642	0.400537731736642	0.400537731736642	0.00778574754381725	0.00926145637505615	20	0	20
ENSG00000147316	synonymous	0.001	0.675673213628253	0.555030663320224	0.745155589345811	-0.00285583929014609	0.00483844846277456	88	1	33
ENSG00000147316	synonymous	0.01	0.814549502421641	0.900222496351752	0.678676432550132	0.000455771024309037	0.00363510921550746	153	2	33
ENSG00000147316	pLoF;damaging_missense	1e-04	0.787251805158434	0.787251805158434	0.787251805158434	0.00331357662499093	0.0122779174188065	11	0	11
ENSG00000147316	pLoF;damaging_missense	0.001	0.446741078726519	0.446741078726519	0.446741078726519	-0.00806193835556661	0.0105958326222047	15	0	13
ENSG00000147316	pLoF;damaging_missense	0.01	0.790381634315441	0.672255325591896	0.911813749225151	-0.00226431307445034	0.00535229340002404	65	1	13
ENSG00000147316	damaging_missense;pLoF;synonymous	1e-04	0.402689878008337	0.402689878008337	0.402689878008337	0.00635934640431863	0.0075993571082403	31	0	31
ENSG00000147316	damaging_missense;pLoF;synonymous	0.001	0.508643552022859	0.398562568647324	0.609613653015224	-0.00388107379570901	0.00459738714956536	103	1	46
ENSG00000147316	damaging_missense;pLoF;synonymous	0.01	1	0.918904153820741	0.786575800385768	-0.000315242837828986	0.00309625608349918	218	3	46
ENSG00000147316	Cauchy	NA	1	0.546703986263233	0.538221031412158	NA	NA	NA	NA	NA
ENSG00000091879	damaging_missense	1e-04	0.516217886213218	0.516217886213218	0.516217886213218	0.0183693658590796	0.0282959797131299	2	0	2
ENSG00000091879	damaging_missense	0.001	0.176827511176565	0.176827511176565	0.176827511176565	0.0271284509766166	0.0200864031094396	4	0	3
ENSG00000091879	damaging_missense	0.01	0.176827511176565	0.176827511176565	0.176827511176565	0.0271284509766166	0.0200864031094396	4	0	3
ENSG00000091879	pLoF	1e-04	0.596656581390364	0.596656581390364	0.596656581390364	0.0211368151900823	0.0399399689825735	1	0	1
ENSG00000091879	pLoF	0.001	0.596656581390364	0.596656581390364	0.596656581390364	0.0211368151900823	0.0399399689825735	1	0	1
ENSG00000091879	pLoF	0.01	0.596656581390364	0.596656581390364	0.596656581390364	0.0211368151900823	0.0399399689825735	1	0	1
ENSG00000091879	synonymous	1e-04	0.116954765407587	0.116954765407587	0.116954765407587	0.0201614996097748	0.0128606864224037	10	0	10
ENSG00000091879	synonymous	0.001	0.313053824547085	0.313053824547085	0.313053824547085	0.0074651615085799	0.00739978520951102	33	0	19
ENSG00000091879	synonymous	0.01	0.734425237766611	0.568774130777022	0.651508473854238	0.00284260731145452	0.00498827457967042	70	2	19
ENSG00000091879	pLoF;damaging_missense	1e-04	0.403328676303167	0.403328676303167	0.403328676303167	0.0193448571704703	0.0231483332233937	3	0	3
ENSG00000091879	pLoF;damaging_missense	0.001	0.148550111346107	0.148550111346107	0.148550111346107	0.0260016616306403	0.0179983181705615	5	0	4
ENSG00000091879	pLoF;damaging_missense	0.01	0.148550111346107	0.148550111346107	0.148550111346107	0.0260016616306403	0.0179983181705615	5	0	4
ENSG00000091879	damaging_missense;pLoF;synonymous	1e-04	0.0756349881969016	0.0756349881969016	0.0756349881969016	0.0201472358486736	0.0113403685135429	13	0	13
ENSG00000091879	damaging_missense;pLoF;synonymous	0.001	0.142850937116623	0.142850937116623	0.142850937116623	0.0101956503827924	0.00695826980357343	38	0	23
ENSG00000091879	damaging_missense;pLoF;synonymous	0.01	0.479072352743567	0.359643756816893	0.334997227760203	0.00443608907350884	0.00484265877224966	75	2	23
ENSG00000091879	Cauchy	NA	0.248492372250323	0.237411062546667	0.23935427575996	NA	NA	NA	NA	NA
ENSG00000155189	damaging_missense	1e-04	0.633410835337683	0.633410835337683	0.633410835337683	-0.0134933484930116	0.0282919998146615	2	0	2
ENSG00000155189	damaging_missense	0.001	0.45994077496319	0.45994077496319	0.45994077496319	0.00907132537369733	0.012276059847306	11	0	5
ENSG00000155189	damaging_missense	0.01	1	0.961179048525292	0.873454624488792	0.000237290456999031	0.004875090699936	93	1	5
ENSG00000155189	pLoF	1e-04	0.817295010913552	0.817295010913552	0.817295010913552	-0.00464036550364587	0.0200859472243967	4	0	4
ENSG00000155189	pLoF	0.001	0.817295010913552	0.817295010913552	0.817295010913552	-0.00464036550364587	0.0200859472243967	4	0	4
ENSG00000155189	pLoF	0.01	0.817295010913552	0.817295010913552	0.817295010913552	-0.00464036550364587	0.0200859472243967	4	0	4
ENSG00000155189	synonymous	1e-04	0.456941363735221	0.456941363735221	0.456941363735221	0.00814287080060467	0.0109462968082752	14	0	14
